condition_concept_id,concept_name,vocabulary_id
375791,Uncomplicated senile dementia,SNOMED
375800,Dystonia,SNOMED
375801,Demyelinating disease of central nervous system,SNOMED
4215402,Primary insomnia,SNOMED
4216139,Plasmacytoma,SNOMED
4216188,Nummular eczema,SNOMED
4216406,Inclusion body myositis,SNOMED
4218083,Episcleritis,SNOMED
375806,Idiopathic peripheral neuropathy,SNOMED
375815,Bullous keratopathy,SNOMED
4218813,Third trimester pregnancy,SNOMED
375825,Referred otalgia,SNOMED
4219822,Fracture of shaft of clavicle,SNOMED
376106,Disorder of the central nervous system,SNOMED
376116,Central scotoma,SNOMED
376120,"Keratoconjunctivitis sicca, not specified as Sjögren's",SNOMED
4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",SNOMED
4222415,Mononeuropathy with type 2 diabetes mellitus,SNOMED
4222896,Chronic duodenal ulcer without hemorrhage AND without perforation,SNOMED
4224940,"Schizoaffective disorder, depressive type",SNOMED
376125,Disorder of eyelid,SNOMED
376224,Spina bifida without hydrocephalus,SNOMED
4225273,Chronic gastritis,SNOMED
4228164,Abscess of chest wall,SNOMED
433736,Obesity,SNOMED
433745,"Amphetamine abuse, episodic",SNOMED
4228361,Asteatosis cutis,SNOMED
376229,Abnormal involuntary movement,SNOMED
376552,Cerebral laceration and contusion,SNOMED
4228800,Non-healing surgical wound,SNOMED
4230454,Fracture of scapular body,SNOMED
376647,Primary malignant neoplasm of soft tissues,SNOMED
4232697,Persistent atrial fibrillation,SNOMED
376683,Nonproliferative diabetic retinopathy,SNOMED
376699,Cicatricial ectropion,SNOMED
376709,Discharge of eye,SNOMED
376938,Neurofibromatosis syndrome,SNOMED
376965,Hypertensive retinopathy,SNOMED
376969,Orofacial dyskinesia,SNOMED
376983,Contact lens related disorder,SNOMED
377085,Congenital anomaly of brain,SNOMED
4234997,Disorder of vein,SNOMED
4235863,Spinal cord injury,SNOMED
4236312,Complex partial epileptic seizure,SNOMED
4237458,Fracture of clavicle,SNOMED
4239897,Benign neoplasm of intra-abdominal organs,SNOMED
433753,Alcohol abuse,SNOMED
433802,Disturbance of tooth eruption or exfoliation,SNOMED
377091,Seizure,SNOMED
377252,Neurofibromatosis type 1,SNOMED
433811,Hydronephrosis,SNOMED
377280,Disorder of cornea,SNOMED
433909,Foreign body on external eye,SNOMED
433911,Contusion of eye AND ocular adnexa,SNOMED
433968,Candidiasis,SNOMED
433981,Benign neoplasm of short bone of upper limb,SNOMED
434008,White blood cell disorder,SNOMED
377575,Tinnitus,SNOMED
377793,Rabies,SNOMED
377821,Neurological disorder with type 1 diabetes mellitus,SNOMED
434056,Late effects of cerebrovascular disease,SNOMED
377845,Anoxic encephalopathy,SNOMED
434153,Congenital chromosomal disease,SNOMED
434219,Food anaphylaxis,SNOMED
434277,Haemophilus influenzae infection,SNOMED
4240903,Allergy to penicillin,SNOMED
434348,Acute and subacute iridocyclitis,SNOMED
434449,Degeneration of thoracolumbar intervertebral disc,SNOMED
4242241,"Gestation period, 10 weeks",SNOMED
434459,Ganglion cyst of tendon sheath,SNOMED
4242416,Cutis laxa,SNOMED
4242814,Benign neoplasm of parotid gland,SNOMED
377861,Disorder of refraction AND/OR accommodation,SNOMED
434502,Closed fracture of phalanx of foot,SNOMED
377868,Corneal pannus,SNOMED
4242962,Benign neoplasm of small intestine,SNOMED
4243161,Open wound of head,SNOMED
4243575,Benign neoplasm of rectosigmoid junction,SNOMED
4244078,"Schizoaffective disorder, bipolar type",SNOMED
4244662,Disorder of musculoskeletal system,SNOMED
4245409,Pulmonary aspergillosis,SNOMED
4246724,Contusion of nose,SNOMED
4248277,"Abscess of head, except face",SNOMED
4248728,Snoring,SNOMED
4250169,Bifascicular block,SNOMED
377889,Hearing loss,SNOMED
378135,Facial nerve disorder,SNOMED
378140,Inflammatory and toxic neuropathy,SNOMED
378160,Otorrhea,SNOMED
378416,Retinal disorder,SNOMED
378421,Alcoholic polyneuropathy,SNOMED
4254485,Finding related to attentiveness,SNOMED
4258683,Fecal impaction,SNOMED
4261810,Prothrombin G20210A mutation,SNOMED
4261830,Transfusion reaction due to excess volume,SNOMED
4261842,Sick sinus syndrome,SNOMED
4262519,Female sexual arousal disorder,SNOMED
4262562,Abnormal heart beat,SNOMED
4263360,Fracture of pubis,SNOMED
4266517,"Gestation period, 13 weeks",SNOMED
4266662,Congenital malformation syndrome,SNOMED
434568,Diphtheria,SNOMED
4267582,Infestation by Sarcoptes,SNOMED
4268895,Female pelvic peritoneal adhesions,SNOMED
4270024,Acute non-ST segment elevation myocardial infarction,SNOMED
434610,Hyperkalemia,SNOMED
434614,Disorder of iron metabolism,SNOMED
434621,Autoimmune disease,SNOMED
434625,Undifferentiated somatoform disorder,SNOMED
434714,Prolonged second stage of labor,SNOMED
434742,Congenital abnormality of skull and face bones,SNOMED
434770,Closed fracture of bones of trunk,SNOMED
378427,Tear film insufficiency,SNOMED
4271013,Melanocytic nevus,SNOMED
4273095,Acute tracheitis without obstruction,SNOMED
4273250,Abscess of buttock,SNOMED
434822,Complication of internal prosthetic device,SNOMED
434854,Food poisoning,SNOMED
4273560,Premature labor,SNOMED
434910,Monocytosis,SNOMED
378679,Acute poliomyelitis,SNOMED
378696,Primary malignant neoplasm of choroid,SNOMED
378726,Dementia associated with alcoholism,SNOMED
378839,Spina bifida with hydrocephalus,SNOMED
379020,Entropion,SNOMED
434926,Iridocyclitis,SNOMED
379806,Migraine variants,SNOMED
434942,Orbital cellulitis,SNOMED
434944,Scleritis,SNOMED
435011,Vulvar vestibulitis,SNOMED
379832,Mixed conductive AND sensorineural hearing loss,SNOMED
380102,Corneal edema,SNOMED
435023,Mild hyperemesis-not delivered,SNOMED
4278672,Fracture of forearm,SNOMED
435088,Senility,SNOMED
4279142,Victim status,SNOMED
435093,Closed fracture of femur,SNOMED
435094,"Open fracture of femur, distal end",SNOMED
435149,Complication of internal device,SNOMED
435269,Optic papillitis,SNOMED
435380,Closed fracture of radius AND ulna,SNOMED
380111,Acute atopic conjunctivitis,SNOMED
435381,Closed fracture of base of thumb,SNOMED
435410,Burn of palm,SNOMED
435485,Primary malignant neoplasm of ill-defined site,SNOMED
380117,Conjunctival edema,SNOMED
435502,Macroglobulinemia,SNOMED
380398,Hereditary sensory neuropathy,SNOMED
380402,Central corneal ulcer,SNOMED
380415,Acute otitis externa,SNOMED
380428,Nonobliterative otosclerosis involving oval window,SNOMED
435510,Hypocalcemia,SNOMED
435514,Post-transplant lymphoproliferative disorder,SNOMED
380701,Diffuse Lewy body disease,SNOMED
255573,Chronic obstructive lung disease,SNOMED
435521,Psychophysiologic disorder,SNOMED
435522,Hypervitaminosis D,SNOMED
4280726,Seasonal allergic rhinitis,SNOMED
380707,Metamorphopsia,SNOMED
4281027,Secondary malignant neoplasm of left ovary,SNOMED
380839,Tuberous sclerosis syndrome,SNOMED
380975,Neurofibromatosis type 2,SNOMED
381014,Conjunctival pigmentation,SNOMED
381021,Lagophthalmos,SNOMED
4281109,Autoimmune thyroiditis,SNOMED
381270,Parkinson's disease,SNOMED
435524,Sleep disorder,SNOMED
435533,"Hypnotic or anxiolytic dependence, continuous",SNOMED
435553,Epiphora,SNOMED
381290,Ocular hypertension,SNOMED
381291,Neurotrophic keratoconjunctivitis,SNOMED
381306,Deaf mutism,SNOMED
435613,Cellulitis,SNOMED
255677,Open wound of nose without complication,SNOMED
435644,Metatarsal bone fracture,SNOMED
435646,Congenital anomaly of pulmonary artery,SNOMED
435661,Closed fracture of orbital floor,SNOMED
381316,Cerebrovascular accident,SNOMED
381444,Contusion of eye,SNOMED
381549,Migraine with aura,SNOMED
381551,Polyneuropathy due to drug,SNOMED
4285898,Polyp of colon,SNOMED
4287251,Tricyclic antidepressant poisoning,SNOMED
381581,Chalazion,SNOMED
381864,Subjective tinnitus,SNOMED
4288544,Inguinal hernia,SNOMED
381865,Sensorimotor disorder of eyelid,SNOMED
4290877,Cellulitis of neck,SNOMED
4295261,Postmenopausal state,SNOMED
4295624,Squamous cell carcinoma of skin of ear,SNOMED
381877,Dysfunction of eustachian tube,SNOMED
382034,Injury of sciatic nerve,SNOMED
4297667,Basal cell carcinoma of upper extremity,SNOMED
432251,Disease caused by parasite,SNOMED
432297,Cyclical neutropenia,SNOMED
432312,Chronic angle-closure glaucoma,SNOMED
4297894,Trochanteric bursitis,SNOMED
4298740,Basal cell carcinoma of skin of lip,SNOMED
4299094,Opioid intoxication,SNOMED
4299418,Basal cell carcinoma of lower extremity,SNOMED
435740,Tetanus,SNOMED
432571,Malignant lymphoma,SNOMED
435742,Disease due to Gram-negative bacteria,SNOMED
4299535,Pregnant,SNOMED
4299829,Ephelis,SNOMED
435784,Somatoform disorder,SNOMED
435809,Steroid-induced glaucoma - borderline,SNOMED
4301167,Stomatitis due to cytotoxic therapy,SNOMED
435829,Rheumatic disease of heart valve,SNOMED
4302754,Neurocutaneous syndrome,SNOMED
4305080,Abnormal breathing,SNOMED
4308393,Mechanical complication of gastrointestinal prosthetic device,SNOMED
435839,Lymphedema,SNOMED
435887,Antepartum deep vein thrombosis,SNOMED
435903,Juvenile osteochondrosis of foot,SNOMED
435940,Closed fracture of shaft of humerus,SNOMED
4308509,Impaired fasting glycaemia,SNOMED
435944,Open fracture of shaft of radius,SNOMED
435951,"Closed fracture of tibia and fibula, shaft",SNOMED
432586,Mental disorder,SNOMED
4308802,Cervical spondylosis,SNOMED
436003,Persistent postoperative fistula,SNOMED
4310082,Accidental poisoning by cannabis derivatives,SNOMED
4310083,Accidental poisoning by amphetamine,SNOMED
436033,Syphilis,SNOMED
4310566,Malignant neoplasm of skin of eyelid,SNOMED
436038,Infection by Schistosoma,SNOMED
436045,"Malignant neoplasm of lip, oral cavity and pharynx",SNOMED
436078,Malnutrition of moderate degree,SNOMED
432590,Delusional disorder,SNOMED
436097,"Nondependent mixed drug abuse, continuous",SNOMED
432594,Osteomalacia,SNOMED
436108,Acute angle-closure glaucoma,SNOMED
4310821,Bipolar disorder in remission,SNOMED
436110,Glaucoma associated with ocular inflammation,SNOMED
4314161,"Migraine without aura, not refractory",SNOMED
436147,Glossitis,SNOMED
436148,Chronic duodenal ulcer with hemorrhage but without obstruction,SNOMED
436253,Sprain of foot,SNOMED
4317258,Disorder of skin,SNOMED
4317278,Calcific tendinitis,SNOMED
432597,Schizoaffective schizophrenia,SNOMED
4317284,Respiratory tract hemorrhage,SNOMED
4317982,Lower eyelid ectropion,SNOMED
432620,Disorder of choroid of eye,SNOMED
436263,Broken tooth without complication,SNOMED
432719,Panniculitis,SNOMED
436283,Third degree burn of palm,SNOMED
436295,Poisoning by antihypertensive agent,SNOMED
436298,Adverse reaction to food,SNOMED
436370,"Combined drug dependence, excluding opioids",SNOMED
436398,Glaucoma associated with ocular disorder,SNOMED
436510,Acquired cavus deformity of foot,SNOMED
4318560,Chronic mixed headache syndrome,SNOMED
436539,Closed fracture of patella,SNOMED
436546,Strain of subscapularis muscle,SNOMED
436581,Accidental poisoning,SNOMED
436670,Metabolic disease,SNOMED
436682,Moderate intellectual disability,SNOMED
436701,Drusen of optic disc,SNOMED
436799,Congenital pes cavus,SNOMED
436826,Closed fracture of shaft of radius,SNOMED
436829,"Closed fracture of mandible, angle of jaw",SNOMED
436919,Primary malignant neoplasm of unspecified site,SNOMED
436944,Chronic paranoid schizophrenia,SNOMED
436948,Benign neoplasm of choroid,SNOMED
432730,Difficulty speaking,SNOMED
4319325,Acquired deformity of trunk,SNOMED
432768,Corneal foreign body,SNOMED
432845,Primary malignant neoplasm of central portion of female breast,SNOMED
4320944,Cellulitis of toe,SNOMED
4321835,Agoraphobia,SNOMED
4322726,Gestation less than 9 weeks,SNOMED
4322894,Superficial abrasion of skin of shoulder,SNOMED
436953,Continuous chronic alcoholism,SNOMED
436976,Posterior subcapsular polar cataract,SNOMED
437097,Congenital anomaly of cartilage,SNOMED
4322945,Spinal cord compression,SNOMED
4324788,Articular cartilage disorder of wrist,SNOMED
4325344,Pain at rest due to peripheral vascular disease,SNOMED
437233,Multiple myeloma,SNOMED
4327889,Thromboembolism of vein,SNOMED
255848,Pneumonia,SNOMED
4329445,Noninflammatory disorder of uterus,SNOMED
255891,Lupus erythematosus,SNOMED
4330445,Pleuritic pain,SNOMED
4332304,Status epilepticus,SNOMED
4333977,Acquired anophthalmos,SNOMED
4334322,Malignant neoplasm of lower respiratory tract,SNOMED
4338669,Ankylosis of lumbosacral joint,SNOMED
4339214,Secondary pulmonary hypertension,SNOMED
4340964,Alcohol-induced chronic pancreatitis,SNOMED
4342896,Parastomal hernia,SNOMED
4344387,Bone necrosis,SNOMED
4344612,Spondylolysis,SNOMED
4345578,Rhabdomyolysis,SNOMED
4345680,Disorder of amputation stump,SNOMED
4347307,Prolapsed thoracic intervertebral disc,SNOMED
37016767,Autonomic neuropathy with type 1 diabetes mellitus,SNOMED
37017431,Polyneuropathy due to type 1 diabetes mellitus,SNOMED
37018293,Inflammatory disorder of jaw region,SNOMED
255919,Finding of head and neck region,SNOMED
37396726,Cognitive communication disorder,SNOMED
40441585,Stress fracture,SNOMED
40479260,Chondrocalcinosis of knee joint,SNOMED
40479565,Carrier of cystic fibrosis gene mutation,SNOMED
40479575,Dysphasia as late effect of cerebrovascular disease,SNOMED
40479589,Takotsubo cardiomyopathy,SNOMED
40480002,Aphasia as late effect of cerebrovascular disease,SNOMED
40480066,Incomplete tetraplegia due to spinal cord lesion at C1-C4 level,SNOMED
40480160,Pathological fracture due to osteoporosis,SNOMED
40480217,Atrophy of skeletal muscle of pelvis,SNOMED
437264,Tobacco dependence syndrome,SNOMED
40480261,Paronychia of finger,SNOMED
40480516,Orbital edema,SNOMED
437496,Epidemic vertigo,SNOMED
437515,Disorder of carbohydrate metabolism,SNOMED
437529,Mixed bipolar I disorder in partial remission,SNOMED
40480603,Acute systolic heart failure,SNOMED
40480943,Lateral cystocele,SNOMED
40481140,Childhood obesity,SNOMED
437530,Disorder of lipid metabolism,SNOMED
437536,Somatoform autonomic dysfunction - gastrointestinal tract,SNOMED
437544,Arterial retinal branch occlusion,SNOMED
437557,Eczematous dermatitis of eyelid,SNOMED
40481180,Pain in forearm,SNOMED
437699,Strain of infraspinatus muscle AND/OR tendon,SNOMED
437726,Late effect of dislocation,SNOMED
437727,Late effect of injury to cranial nerve,SNOMED
40481303,Aphonia,SNOMED
437758,Dependence on enabling machine or device,SNOMED
40481325,Strain of muscle and/or tendon of lower leg,SNOMED
40481354,Speech and language deficit as late effect of cerebrovascular accident,SNOMED
40481763,Acute exacerbation of chronic asthmatic bronchitis,SNOMED
40482030,Dysplasia of prostate,SNOMED
40482293,Stress fracture of tibia,SNOMED
40482440,Instability of foot joint,SNOMED
40482662,Disorder of joint of ankle and/or foot,SNOMED
40482893,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue,SNOMED
40483111,Mental disorder due to drug,SNOMED
437827,Pure hypercholesterolemia,SNOMED
437832,Malnutrition of mild degree,SNOMED
437876,Papilledema - optic disc edema due to raised intracranial pressure,SNOMED
437899,Acute and subacute bacterial endocarditis,SNOMED
437904,Laryngeal spasm,SNOMED
437935,"Hemorrhage in early pregnancy, antepartum",SNOMED
437996,Open fracture of facial bones,SNOMED
438003,Subarachnoid hemorrhage following injury without open intracranial wound AND with loss of consciousness,SNOMED
438020,Late effect of internal injury to intra-abdominal organs,SNOMED
438037,Accidental poisoning by methadone,SNOMED
438077,Invasive candidiasis,SNOMED
438112,Neoplastic disease,SNOMED
438114,Vitamin A deficiency,SNOMED
40483287,Disorder of kidney and/or ureter,SNOMED
438130,Opioid abuse,SNOMED
438155,Glaucomatous atrophy of optic disc,SNOMED
438156,Epiphora due to insufficient drainage,SNOMED
438242,Talipes equinovarus,SNOMED
438244,Congenital hydrocephalus,SNOMED
40483794,Degenerative joint disease of pelvis,SNOMED
438268,Closed traumatic dislocation of joint of finger,SNOMED
438269,Closed fracture of fifth cervical vertebra,SNOMED
40483811,Closed fracture of vault of skull,SNOMED
438290,Second degree burn of neck,SNOMED
438406,"Severe major depression, single episode, with psychotic features",SNOMED
438407,Bulimia nervosa,SNOMED
438411,Endophthalmitis,SNOMED
438477,Atrophy of testis,SNOMED
438480,"Abnormal glucose tolerance in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
438536,Congenital anomaly of jaw,SNOMED
40484013,Stress fracture of fibula,SNOMED
40486130,Dilatation of descending aorta,SNOMED
40486631,Sepsis due to anaerobic bacteria,SNOMED
40489907,Sepsis due to Staphylococcus aureus,SNOMED
40490390,Open pilon fracture,SNOMED
40490497,Arthritis of hand,SNOMED
40490986,Tenderness of right lower quadrant of abdomen,SNOMED
40490993,Malignant neoplasm of mandible,SNOMED
40492482,Squamous cell carcinoma of nose,SNOMED
438580,Closed fracture of C5-C7 level with spinal cord injury,SNOMED
438600,Injury of blood vessels of abdomen AND/OR pelvis,SNOMED
438624,Complication of renal dialysis,SNOMED
438688,Sarcoidosis,SNOMED
438694,Primary malignant neoplasm of hard palate,SNOMED
256531,Head and neck swelling,SNOMED
256622,Pulmonary disease due to Mycobacteria,SNOMED
40493038,Sepsis due to Gram negative bacteria,SNOMED
256717,Bronchospasm,SNOMED
256811,Congenital anomaly of nose,SNOMED
42709954,Phimosis,SNOMED
43020429,Adult victim of sexual abuse,SNOMED
43020497,Right carotid artery occlusion,SNOMED
43021779,Hearing loss of left ear,SNOMED
43021821,Coronary arteriosclerosis in native artery of transplanted heart,SNOMED
43022069,Primary central sleep apnea,SNOMED
43530652,Chronic intractable migraine without aura,SNOMED
257004,Acute exacerbation of chronic obstructive airways disease,SNOMED
432867,Hyperlipidemia,SNOMED
43530718,Complete paraplegia,SNOMED
432868,Hemoglobinopathy,SNOMED
257010,Abscess of lung,SNOMED
257315,Bacterial pneumonia,SNOMED
438720,Mixed hyperlipidemia,SNOMED
438731,Localized adiposity,SNOMED
257423,"Late effect of burns of eye, face, head AND/OR neck",SNOMED
438750,Old total retinal detachment,SNOMED
438778,Aneurysm of artery of upper extremity,SNOMED
43531028,Mononeuropathy of lower limb,SNOMED
432883,"Recurrent major depressive episodes, moderate",SNOMED
432898,Severe intellectual disability,SNOMED
432969,Multiple pregnancy,SNOMED
433092,Burn of multiple sites of wrist AND/OR hand,SNOMED
433149,Primary malignant neoplasm of cerebellum,SNOMED
44782690,Chronic kidney disease stage 5 due to hypertension,SNOMED
433196,Chorioretinal scar,SNOMED
44782739,Chronic deep venous thrombosis of femoral vein,SNOMED
44782821,Cataract fragments in the eye post cataract surgery,SNOMED
44783882,Traumatic transtibiofibular amputation,SNOMED
433309,Fetal or neonatal effect of alcohol transmitted via placenta and/or breast milk,SNOMED
44784252,Non-pressure ulcer of thigh,SNOMED
44784454,Localized visual field defect,SNOMED
44784603,Hyphema of iris and ciliary body,SNOMED
438867,Generalized aches and pains,SNOMED
433405,Proteus infection,SNOMED
45757103,Blood coagulation disorder complicating childbirth,SNOMED
45757104,Blood coagulation disorder complicating pregnancy,SNOMED
433417,Gonorrhea,SNOMED
438879,Closed bimalleolar fracture,SNOMED
45757112,Obesity in mother complicating childbirth,SNOMED
438882,Closed fracture of neck of metacarpal bone,SNOMED
45757113,False labor before 37 completed weeks of gestation,SNOMED
438887,Closed fracture of shaft of femur,SNOMED
257628,Systemic lupus erythematosus,SNOMED
45757304,Closed fracture of second thoracic vertebra,SNOMED
45757435,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,SNOMED
438905,Late effect of spinal cord injury,SNOMED
45757558,Disturbance of oral epithelium,SNOMED
438979,Primary malignant neoplasm of hepatic flexure of colon,SNOMED
45757719,"Blind right eye, normal vision left eye",SNOMED
45757772,Congenital renal cyst,SNOMED
439002,Eating disorder,SNOMED
439035,Otosclerosis,SNOMED
439040,Subdural hemorrhage,SNOMED
45763549,Bilateral tinnitus,SNOMED
45766654,Disorder of skin of penis,SNOMED
433440,Dysthymia,SNOMED
439080,Dyspareunia,SNOMED
439093,Traumatic lesion during delivery,SNOMED
439149,Transient neonatal neutropenia,SNOMED
433527,Endometriosis,SNOMED
439150,Hypersomnia with sleep apnea,SNOMED
433658,Penicillin adverse reaction,SNOMED
433740,Immunodeficiency disorder,SNOMED
433758,Childhood emotional disorder,SNOMED
433773,Chronic inflammation of orbit,SNOMED
433885,Closed supracondylar fracture of humerus,SNOMED
433899,Subdural hemorrhage following injury without open intracranial wound AND with loss of consciousness,SNOMED
45766714,Inflammatory dermatosis,SNOMED
45766755,Closed fracture of distal phalanx of middle finger,SNOMED
45766766,Closed fracture of fourth metacarpal,SNOMED
45766782,Closed fracture of shaft of fourth metacarpal bone,SNOMED
433987,Benign neoplasm of orbit,SNOMED
45766898,Closed fracture of proximal phalanx of little finger,SNOMED
433991,Recurrent major depression in remission,SNOMED
45767037,Pathological fracture of femur due to osteoporosis,SNOMED
45767664,Closed transverse and posterior wall fracture of acetabulum,SNOMED
433992,"Bipolar affective disorder, currently manic, moderate",SNOMED
433994,"Cocaine dependence, continuous",SNOMED
45768964,Uncomplicated moderate persistent asthma,SNOMED
433997,Lymphangioma,SNOMED
45770917,"Left lower quadrant abdominal swelling, mass, or lump",SNOMED
434007,Hereditary factor VIII deficiency disease,SNOMED
45771045,Acute exacerbation of asthma,SNOMED
434029,Chronic anterior uveitis,SNOMED
45772703,Closed fracture of third metacarpal,SNOMED
434047,Enophthalmos due to trauma,SNOMED
45773181,Phantom limb syndrome with pain,SNOMED
257683,Posterior rhinorrhea,SNOMED
46269838,Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis,SNOMED
46269839,Complication due to chronic ulcerative pancolitis,SNOMED
434063,Jaw to cranial base anomaly,SNOMED
434111,Oligohydramnios,SNOMED
434231,Burn confined to eye and adnexa,SNOMED
434316,von Willebrand disorder,SNOMED
434323,Disorder of sulfur-bearing amino acid metabolism,SNOMED
46269889,Complication due to Crohn's disease,SNOMED
46269890,Intestinal obstruction due to Crohn's disease,SNOMED
46269951,Abscess of intestine co-occurrent and due to ulcerative colitis,SNOMED
434427,Polyhydramnios - delivered,SNOMED
46270117,Retained foreign body,SNOMED
434455,Acquired claw toes,SNOMED
46270478,Osteonecrosis of jaw caused by drug,SNOMED
434467,Ostium secundum type atrial septal defect,SNOMED
434493,Closed fracture of seventh cervical vertebra,SNOMED
434494,Closed fracture of upper end of humerus,SNOMED
439224,Drug allergy,SNOMED
434500,Closed fracture of neck of femur,SNOMED
439253,"Bipolar affective disorder, currently depressed, mild",SNOMED
434547,Complication of surgical procedure,SNOMED
439256,"Bipolar affective disorder, currently manic, severe, with psychosis",SNOMED
439295,Multiple and bilateral precerebral arterial occlusion,SNOMED
439296,Vertebral artery occlusion,SNOMED
434557,Tuberculosis,SNOMED
434588,Primary malignant neoplasm of parotid gland,SNOMED
439303,Horseshoe retinal tear without detachment,SNOMED
439306,Recent total retinal detachment,SNOMED
434592,B-cell lymphoma,SNOMED
434630,Sleep-wake schedule disorder,SNOMED
434744,Fetal or neonatal effect of maternal medical problem,SNOMED
434758,Exceptionally large at birth,SNOMED
434798,Late effect of injury to peripheral nerve of pelvic girdle AND/OR lower limb,SNOMED
434819,Poisoning by benzodiazepine-based tranquilizer,SNOMED
439407,Disorder of nasal cavity,SNOMED
46271022,Chronic kidney disease,SNOMED
439672,Viral hepatitis C with coma,SNOMED
439703,Active infantile autism,SNOMED
439708,Disorders of initiating and maintaining sleep,SNOMED
434821,Systemic inflammatory response syndrome,SNOMED
434872,Infection by Trichomonas,SNOMED
434875,Secondary malignant neoplasm of mediastinum,SNOMED
434881,Peripheral T-cell lymphoma,SNOMED
434885,Benign neoplasm of skull and facial bones,SNOMED
434889,Dissociative disorder,SNOMED
46271075,Acute hypoxemic respiratory failure,SNOMED
46271402,Malignant carcinoid tumor of small intestine,SNOMED
46273390,Dependence on respirator,SNOMED
434896,Benign neoplasm of skin of upper limb and shoulder,SNOMED
434908,Disorder of porphyrin metabolism,SNOMED
46273477,Complication due to ulcerative colitis,SNOMED
439727,Human immunodeficiency virus infection,SNOMED
46273641,Primary chronic gout without tophus,SNOMED
439751,Secondary malignant neoplasm of intrathoracic lymph nodes,SNOMED
439789,Hemophagocytic syndrome,SNOMED
439790,Psychalgia,SNOMED
439794,Central sleep apnea syndrome,SNOMED
439807,Femoral neuropathy,SNOMED
439840,Lymphangitis,SNOMED
439932,"Closed fracture of vault of skull with subarachnoid, subdural AND/OR extradural hemorrhage",SNOMED
439944,Subarachnoid hemorrhage following injury without open intracranial wound AND with no loss of consciousness,SNOMED
439975,Injury at C1-C4 level with spinal cord injury AND without bone injury,SNOMED
435082,Closed fracture of nasal bones,SNOMED
439981,Wound dehiscence,SNOMED
440009,Complication of implant,SNOMED
435141,Hemorrhage AND/OR hematoma complicating procedure,SNOMED
440021,Herpes simplex without complication,SNOMED
435207,"Nodular lymphoma of lymph nodes of head, face and neck",SNOMED
440037,Malignant tumor of ileum,SNOMED
440075,"Recurrent major depressive episodes, in full remission",SNOMED
440080,Narcissistic personality disorder,SNOMED
440098,Rubeosis iridis,SNOMED
440142,Disorder of mediastinum,SNOMED
440161,Indication for care AND/OR intervention in labor AND/OR delivery,SNOMED
440193,Wristdrop,SNOMED
440213,Consciousness and/or awareness finding,SNOMED
440220,"Closed fracture of mandible, condylar process",SNOMED
440307,Accidental poisoning by heroin,SNOMED
440350,"Malignant lymphoma - lymphocytic, intermediate differentiation",SNOMED
440370,Nutritional marasmus,SNOMED
435224,Leukopenia,SNOMED
46286594,Problem related to lifestyle,SNOMED
435228,Common variable agammaglobulinemia,SNOMED
435243,Alcohol dependence,SNOMED
435371,Hypothermia,SNOMED
435411,Injury at C5-C7 level with spinal cord injury AND without bone injury,SNOMED
435459,Staphylococcal infectious disease,SNOMED
435508,Adrenal cortical hypofunction,SNOMED
435509,Intracranial abscess,SNOMED
435532,Episodic chronic alcoholism,SNOMED
435543,Primary angle-closure glaucoma,SNOMED
435565,Embolism and thrombosis of the vena cava,SNOMED
435569,Disorder of jaw,SNOMED
435656,Neonatal jaundice,SNOMED
435660,Open fracture of symphysis of body of mandible,SNOMED
435693,Late effect of fracture of multiple bones,SNOMED
435723,Wound seroma,SNOMED
435785,Meningitis,SNOMED
257778,Pertussis,SNOMED
257905,Mucopurulent chronic bronchitis,SNOMED
258032,"Burn erythema of face, head AND/OR neck",SNOMED
258780,Emphysematous bronchitis,SNOMED
435788,Disorder of phosphorus metabolism,SNOMED
435790,Secondary polycythemia,SNOMED
258866,Respiratory distress syndrome in the newborn,SNOMED
435799,Adjustment disorder with disturbance of conduct,SNOMED
435802,Blepharospasm,SNOMED
435805,Cerebrospinal fluid rhinorrhea,SNOMED
259043,Emphysematous bleb of lung,SNOMED
259123,Congenital subaortic stenosis,SNOMED
259969,"Full thickness burn of multiple sites of face, head or neck",SNOMED
260134,Croup,SNOMED
435810,After-cataract,SNOMED
435850,Cyst of jaw,SNOMED
435925,Very premature - less than 1000g or less than 28 weeks,SNOMED
260427,Common cold,SNOMED
260754,Haemophilus influenzae pneumonia,SNOMED
435933,Closed fracture of lumbar vertebra without spinal cord injury,SNOMED
260759,Malocclusion of teeth,SNOMED
435969,"Late effect of burn of extremities, except wrist AND hand",SNOMED
436040,Infection by Strongyloides,SNOMED
436043,Overlapping malignant neoplasm of tongue,SNOMED
436062,Benign neoplasm of duodenum,SNOMED
261116,Acquired deformity of nose,SNOMED
261687,Hemoptysis,SNOMED
436073,Psychotic disorder,SNOMED
436088,Nondependent opioid abuse in remission,SNOMED
436089,"Nondependent cocaine abuse, episodic",SNOMED
436091,Bacterial meningitis,SNOMED
436093,Disseminated intravascular coagulation,SNOMED
436118,After-cataract with vision obscured,SNOMED
436134,Disorder of sclera,SNOMED
436136,Dissection of thoracic aorta,SNOMED
436233,Delayed milestone,SNOMED
