drug_concept_id,concept_name,vocabulary_id
19010482,Cyclosporine,RxNorm
19010484,Cyclosporine 25 MG Oral Capsule,RxNorm
19010551,Cyclosporine 0.5 MG/ML Ophthalmic Suspension,RxNorm
19010559,"cyclosporine, modified 25 MG Oral Capsule",RxNorm
19010877,Ursodiol,RxNorm
19010963,Valproic Acid,RxNorm
19011093,Tenofovir,RxNorm
19011333,Pentosan Polysulphate Sodium,RxNorm
19011440,everolimus,RxNorm
19011661,Polyvinyl Alcohol 0.014 ML/ML Ophthalmic Solution,RxNorm
19011735,Benzoyl Peroxide 100 MG/ML Medicated Liquid Soap,RxNorm
19011773,Ascorbic Acid,RxNorm
19011779,Ascorbic Acid 100 MG Oral Tablet,RxNorm
19011786,Metronidazole 0.0075 MG/MG Vaginal Gel,RxNorm
19011852,Ascorbic Acid 500 MG Oral Capsule,RxNorm
19011853,Ascorbic Acid 1000 MG Oral Tablet,RxNorm
19012110,Ascorbic Acid 100 MG Chewable Tablet,RxNorm
19012346,eltrombopag,RxNorm
19012565,Mycophenolic Acid,RxNorm
19012591,Mycophenolic Acid 500 MG Oral Tablet,RxNorm
19012749,mometasone furoate 0.001 MG/MG Topical Ointment,RxNorm
19012925,silodosin,RxNorm
19014878,Azathioprine,RxNorm
19014880,Azathioprine 50 MG Oral Tablet,RxNorm
19017671,Ginseng Preparation,RxNorm
19017742,febuxostat,RxNorm
19017744,febuxostat 40 MG Oral Tablet,RxNorm
19017747,febuxostat 80 MG Oral Tablet,RxNorm
19018013,micafungin,RxNorm
19018419,Niacinamide,RxNorm
19018750,Acetazolamide 125 MG Oral Tablet,RxNorm
19018781,Acetazolamide 250 MG Oral Tablet,RxNorm
19018786,Acyclovir 200 MG Oral Capsule,RxNorm
19018787,Allopurinol 300 MG Oral Tablet,RxNorm
19018811,Atenolol 25 MG Oral Tablet,RxNorm
19018817,Betamethasone 0.0005 MG/MG Topical Ointment,RxNorm
19018819,Betamethasone 1 MG/ML Topical Cream,RxNorm
19018841,Betamethasone 0.001 MG/MG Topical Ointment,RxNorm
19018850,Chlorthalidone 50 MG Oral Tablet,RxNorm
19018909,Diazepam 2 MG Oral Tablet,RxNorm
19018935,Digoxin 0.125 MG Oral Tablet,RxNorm
19018937,Digoxin 0.25 MG Oral Tablet,RxNorm
19018977,"Estrogens, Conjugated (USP) 0.3 MG Oral Tablet",RxNorm
19019003,Fluconazole 200 MG Oral Tablet,RxNorm
19019004,Fluconazole 50 MG Oral Tablet,RxNorm
19019044,Hydrochlorothiazide 50 MG Oral Tablet,RxNorm
19019050,Ibuprofen 20 MG/ML Oral Suspension,RxNorm
19019072,Ibuprofen 400 MG Oral Tablet,RxNorm
19019073,Ibuprofen 600 MG Oral Tablet,RxNorm
19019074,Ibuprofen 800 MG Oral Tablet,RxNorm
19019111,Lithium Carbonate 300 MG Oral Tablet,RxNorm
19019112,Lorazepam 0.5 MG Oral Tablet,RxNorm
19019113,Lorazepam 1 MG Oral Tablet,RxNorm
19019114,Lorazepam 2 MG Oral Tablet,RxNorm
19019115,Lovastatin 10 MG Oral Tablet,RxNorm
19019116,Lovastatin 20 MG Oral Tablet,RxNorm
19019117,Lovastatin 40 MG Oral Tablet,RxNorm
19019236,Nadolol 20 MG Oral Tablet,RxNorm
19019238,Nadolol 40 MG Oral Tablet,RxNorm
19019240,Naltrexone 50 MG Oral Tablet,RxNorm
19019271,Naproxen 375 MG Oral Tablet,RxNorm
19019272,Naproxen 250 MG Oral Tablet,RxNorm
19019273,Naproxen 500 MG Oral Tablet,RxNorm
19019301,Niacin 500 MG Oral Tablet,RxNorm
19019306,24 HR Nicotine 0.583 MG/HR Transdermal System,RxNorm
19019307,24 HR Nicotine 0.875 MG/HR Transdermal System,RxNorm
19019308,24 HR Nicotine 0.292 MG/HR Transdermal System,RxNorm
19019309,Nifedipine 10 MG Oral Capsule,RxNorm
19019331,24 HR Nifedipine 30 MG Extended Release Oral Tablet,RxNorm
19019332,24 HR Nifedipine 60 MG Extended Release Oral Tablet,RxNorm
19019333,24 HR Nifedipine 90 MG Extended Release Oral Tablet,RxNorm
19019335,Nitroglycerin 0.3 MG Sublingual Tablet,RxNorm
19019336,Nitroglycerin 0.4 MG Sublingual Tablet,RxNorm
19019412,Nortriptyline 10 MG Oral Capsule,RxNorm
19019413,Nortriptyline 50 MG Oral Capsule,RxNorm
19019414,Nortriptyline 75 MG Oral Capsule,RxNorm
19019418,Omeprazole 20 MG Delayed Release Oral Capsule,RxNorm
19019419,Ondansetron 4 MG Oral Tablet,RxNorm
19019665,Piroxicam 10 MG Oral Capsule,RxNorm
19019666,Piroxicam 20 MG Oral Capsule,RxNorm
19019693,Primidone 50 MG Oral Tablet,RxNorm
19019696,Ranitidine 150 MG Oral Capsule,RxNorm
19019811,Rifampin 300 MG Oral Capsule,RxNorm
19019851,Tamoxifen 10 MG Oral Tablet,RxNorm
19019860,Tretinoin 1 MG/ML Topical Cream,RxNorm
19019937,torsemide 100 MG Oral Tablet,RxNorm
19019979,Ibuprofen 100 MG Oral Tablet,RxNorm
19020053,Acetaminophen 500 MG Oral Tablet,RxNorm
19020096,Biotin 1 MG Oral Capsule,RxNorm
19020099,Biotin 5 MG Oral Tablet,RxNorm
19020131,Bisacodyl 10 MG Rectal Suppository,RxNorm
19020361,coenzyme Q10 60 MG Oral Capsule,RxNorm
19020398,ferrous gluconate 324 MG Oral Tablet,RxNorm
19020400,Folic Acid 0.4 MG Oral Tablet,RxNorm
19020429,Hydrocortisone 5 MG/ML Topical Cream,RxNorm
19020512,Methylcellulose 500 MG Oral Tablet,RxNorm
19020516,Niacin 50 MG Oral Tablet,RxNorm
19020598,Potassium 75 MG Oral Tablet,RxNorm
19020853,Zinc Gluconate 30 MG Oral Tablet,RxNorm
19021041,Doxycycline 100 MG Oral Capsule,RxNorm
19021042,Doxycycline 50 MG Oral Capsule,RxNorm
19021074,Famotidine 10 MG Oral Tablet,RxNorm
19021102,mycophenolate mofetil 250 MG Oral Capsule,RxNorm
19021150,Ascorbic Acid 250 MG Oral Tablet,RxNorm
19021432,Riluzole 50 MG Oral Tablet,RxNorm
19021438,Leuprolide 22.5 MG Injectable Suspension,RxNorm
19021635,Vitamin B 12 0.1 MG Oral Lozenge,RxNorm
19021712,Etodolac 500 MG Oral Tablet,RxNorm
19022177,cabergoline 0.5 MG Oral Tablet,RxNorm
19022457,topiramate 200 MG Oral Tablet,RxNorm
19022486,Hydrochlorothiazide 12.5 MG Oral Capsule,RxNorm
19022710,Cranberry preparation 500 MG Oral Capsule,RxNorm
19022749,carvedilol 6.25 MG Oral Tablet,RxNorm
19022750,carvedilol 12.5 MG Oral Tablet,RxNorm
19022781,carvedilol 25 MG Oral Tablet,RxNorm
19022782,olanzapine 2.5 MG Oral Tablet,RxNorm
19022830,letrozole 2.5 MG Oral Tablet,RxNorm
19022893,Chondroitin Sulfates 250 MG / Glucosamine Sulfate 500 MG Oral Capsule,RxNorm
19022947,irbesartan 75 MG Oral Tablet,RxNorm
19022948,irbesartan 150 MG Oral Tablet,RxNorm
19022949,irbesartan 300 MG Oral Tablet,RxNorm
19023069,ferrous sulfate 90 MG Oral Tablet,RxNorm
19023070,ST. JOHN'S WORT EXTRACT 150 MG Oral Capsule,RxNorm
19023193,"sennosides, USP 15 MG Oral Tablet",RxNorm
19023231,Finasteride 1 MG Oral Tablet,RxNorm
19023235,Camphor 5 MG/ML / Menthol 5 MG/ML Topical Lotion,RxNorm
19023301,zolmitriptan 2.5 MG Oral Tablet,RxNorm
19023302,zolmitriptan 5 MG Oral Tablet,RxNorm
19023368,montelukast 10 MG Oral Tablet,RxNorm
19023454,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,RxNorm
19023530,capecitabine 500 MG Oral Tablet,RxNorm
19023551,Omeprazole 40 MG Delayed Release Oral Capsule,RxNorm
19023563,Simvastatin 80 MG Oral Tablet,RxNorm
19023636,Citalopram 20 MG Oral Tablet,RxNorm
19024770,Biotin,RxNorm
19024846,Biotin 0.4 MG Oral Capsule,RxNorm
19026459,tapentadol,RxNorm
19026476,Ketoconazole 20 MG/ML Topical Cream,RxNorm
19026493,tapentadol 50 MG Oral Tablet,RxNorm
19026511,Hydrocortisone 0.01 MG/MG Topical Ointment,RxNorm
19026804,Penicillin V Potassium,RxNorm
19026972,lenalidomide,RxNorm
19027325,Desonide 0.0005 MG/MG Topical Ointment,RxNorm
19027494,Ibuprofen 40 MG/ML Oral Suspension,RxNorm
19027833,Riboflavin 25 MG Oral Tablet,RxNorm
19027834,Riboflavin 50 MG Oral Tablet,RxNorm
19027835,Riboflavin 100 MG Oral Tablet,RxNorm
19027958,fesoterodine,RxNorm
19028081,magnesium citrate 88.5 MG/ML Oral Solution,RxNorm
19028193,Isopropyl Alcohol 0.7 ML/ML Medicated Pad,RxNorm
19028349,Arginine 500 MG Oral Capsule,RxNorm
19028579,Mineral Oil 1000 MG/ML Enema,RxNorm
19028901,leflunomide 10 MG Oral Tablet,RxNorm
19028902,leflunomide 20 MG Oral Tablet,RxNorm
19028935,telmisartan 40 MG Oral Tablet,RxNorm
19028936,telmisartan 80 MG Oral Tablet,RxNorm
19029024,celecoxib 100 MG Oral Capsule,RxNorm
19029025,celecoxib 200 MG Oral Capsule,RxNorm
19029026,modafinil 200 MG Oral Tablet,RxNorm
19029027,Lisinopril 30 MG Oral Tablet,RxNorm
19034726,Sirolimus,RxNorm
19035327,Minocycline 100 MG Oral Tablet,RxNorm
19035631,Calcitriol,RxNorm
19035704,Calcium Carbonate,RxNorm
19036004,Calcium Carbonate 1250 MG Oral Tablet,RxNorm
19036081,Calcium Carbonate 420 MG Chewable Tablet,RxNorm
19036366,Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Oral Tablet,RxNorm
19036426,Calcium Carbonate 600 MG / Cholecalciferol 400 UNT Oral Tablet,RxNorm
19036527,Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Oral Tablet,RxNorm
19037223,Beta Carotene,RxNorm
19038861,thyroid (USP) 120 MG Oral Tablet,RxNorm
19039926,dexlansoprazole,RxNorm
19039961,dexlansoprazole 60 MG Delayed Release Oral Capsule,RxNorm
19042345,Lecithin,RxNorm
19044522,Zinc Sulfate,RxNorm
19044525,Zinc Sulfate 66 MG Oral Tablet,RxNorm
19044609,Zinc Sulfate 220 MG Oral Capsule,RxNorm
19044727,Vitamin K 1,RxNorm
19045045,Ergocalciferol,RxNorm
19045048,Ergocalciferol 400 UNT Oral Tablet,RxNorm
19045071,Ergocalciferol 8000 UNT/ML Oral Solution,RxNorm
19045311,Evening primrose oil 500 MG Oral Capsule,RxNorm
19046742,Aspirin 325 MG Oral Tablet,RxNorm
19047142,Thiamine 500 MG Oral Tablet,RxNorm
19048698,carbamide peroxide otic,RxNorm
19049105,Potassium Chloride,RxNorm
19049106,Potassium Chloride 20 MEQ Extended Release Oral Tablet,RxNorm
19049375,Potassium Chloride 8 MEQ Extended Release Oral Tablet,RxNorm
19049422,Potassium Chloride 8 MEQ Extended Release Oral Capsule,RxNorm
19049684,Potassium Chloride 10 MEQ Extended Release Oral Tablet,RxNorm
19055137,"heparin, porcine",RxNorm
19056978,Calcium Carbonate 1500 MG Oral Tablet,RxNorm
19057099,168 HR Estradiol 0.00208 MG/HR Transdermal System,RxNorm
19057397,selenium sulfide 25 MG/ML Medicated Shampoo,RxNorm
19057624,Cholecalciferol 5000 UNT Oral Capsule,RxNorm
19057735,Betamethasone 0.5 MG/ML Topical Lotion,RxNorm
19058077,Calcium Citrate 1040 MG Oral Tablet,RxNorm
19058104,Ketoconazole 10 MG/ML Medicated Shampoo,RxNorm
19058199,Biotin 1 MG Oral Tablet,RxNorm
19058240,hypromellose 4 MG/ML Ophthalmic Solution,RxNorm
19058274,Purified Protein Derivative of Tuberculin,RxNorm
19058279,Purified Protein Derivative of Tuberculin 50 UNT/ML Injectable Solution,RxNorm
19058283,Thiamine 100 MG/ML / Vitamin B 12 1 MG/ML Injectable Solution,RxNorm
19058522,ferrous gluconate 240 MG Oral Tablet,RxNorm
19058572,Calcium Citrate,RxNorm
19058574,Calcium Citrate 950 MG Oral Tablet,RxNorm
19058576,Calcium Citrate 150 MG Oral Capsule,RxNorm
19058738,Calcium Citrate 250 MG / Cholecalciferol 200 UNT Oral Tablet,RxNorm
19059056,Aspirin 81 MG Oral Tablet,RxNorm
19059330,Vitamin B 12 2 MG Oral Tablet,RxNorm
19059414,Antipyrine 54 MG/ML / Benzocaine 14 MG/ML Otic Solution,RxNorm
19059547,Potassium gluconate,RxNorm
19059628,Lysine 1000 MG Oral Tablet,RxNorm
19059823,Cholecalciferol 1000 UNT Oral Capsule,RxNorm
19060394,Quercetin 50 MG Oral Tablet,RxNorm
19060896,magnesium amino acid chelate,RxNorm
19060985,Glutamine,RxNorm
19060987,Glutamine 500 MG Oral Capsule,RxNorm
19061326,mesalamine 1000 MG Rectal Suppository,RxNorm
19061366,Cholecalciferol 10000 UNT Oral Tablet,RxNorm
19061368,fenofibric acid,RxNorm
19061670,"Regular Insulin, Human 500 UNT/ML Injectable Solution",RxNorm
19062817,Riboflavin,RxNorm
19062880,Riboflavin 50 MG Oral Capsule,RxNorm
19064880,S-Adenosylmethionine 200 MG Oral Tablet,RxNorm
19065085,Magnesium Oxide 400 MG Oral Capsule,RxNorm
19065409,Green Tea Extract 150 MG Oral Capsule,RxNorm
19065567,Magnesium Hydroxide 80 MG/ML Oral Suspension,RxNorm
19066057,12 HR Aspirin 25 MG / Dipyridamole 200 MG Extended Release Oral Capsule,RxNorm
19066129,feverfew extract 100 MG Oral Capsule,RxNorm
19066163,Linseed Oil 1000 MG Oral Capsule,RxNorm
19066166,Maca preparation 500 MG Oral Capsule,RxNorm
19066948,Cranberry preparation 300 MG Oral Tablet,RxNorm
19067044,Folic Acid 5 MG Oral Capsule,RxNorm
19067045,Folic Acid 20 MG Oral Capsule,RxNorm
19067085,Evening primrose extract,RxNorm
19067148,Vitamin E 200 UNT Chewable Tablet,RxNorm
19067230,modafinil 100 MG Oral Tablet,RxNorm
19067291,Progesterone 100 MG Oral Capsule,RxNorm
19067686,Terazosin 10 MG Oral Capsule,RxNorm
19067971,MAGNESIUM GLUCONATE,RxNorm
19068056,MAGNESIUM GLUCONATE 500 MG Oral Tablet,RxNorm
19068929,Divalproex Sodium,RxNorm
19069136,Isosorbide Mononitrate,RxNorm
19069200,Ascorbic Acid 500 MG Oral Tablet,RxNorm
19069299,Ginkgo Biloba Leaf Extract 60 MG Oral Capsule,RxNorm
19070163,ginger root 500 MG Oral Capsule,RxNorm
19070310,prednisolone 3 MG/ML Oral Solution,RxNorm
19070747,Mirtazapine 15 MG Disintegrating Oral Tablet,RxNorm
19070869,Ondansetron 2 MG/ML Injectable Solution,RxNorm
19071128,Copper,RxNorm
19071252,travoprost 0.04 MG/ML Ophthalmic Solution,RxNorm
19071276,Magnesium Aspartate 250 MG / Potassium Aspartate 250 MG Oral Capsule,RxNorm
19071337,Ferrous fumarate 324 MG Oral Tablet,RxNorm
19072159,Acetaminophen 32 MG/ML Oral Suspension,RxNorm
19072176,Acetaminophen 32 MG/ML Oral Solution,RxNorm
19072205,Acetaminophen 33.3 MG/ML Oral Solution,RxNorm
19072207,Acetaminophen 500 MG / Caffeine 65 MG Oral Tablet,RxNorm
19072294,adapalene 0.001 MG/MG Topical Gel,RxNorm
19072321,Aluminum Hydroxide 40 MG/ML / Magnesium Hydroxide 40 MG/ML / Simethicone 4 MG/ML Oral Suspension,RxNorm
19072933,Alprazolam 0.25 MG Oral Tablet,RxNorm
19072934,Alprazolam 0.5 MG Oral Tablet,RxNorm
19072967,aluminum chloride 200 MG/ML Topical Solution,RxNorm
19073093,Amlodipine 10 MG Oral Tablet,RxNorm
19073094,Amlodipine 2.5 MG Oral Tablet,RxNorm
19073183,Amoxicillin 250 MG Oral Capsule,RxNorm
19073186,Amoxicillin 80 MG/ML Oral Suspension,RxNorm
19073187,Amoxicillin 500 MG Oral Capsule,RxNorm
19073188,Amoxicillin 500 MG Oral Tablet,RxNorm
19073189,Amoxicillin 875 MG Oral Tablet,RxNorm
19073408,Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet,RxNorm
19073590,Ascorbic Acid 1000 MG Extended Release Oral Tablet,RxNorm
19073612,Ascorbic Acid 250 MG Chewable Tablet,RxNorm
19073619,Ascorbic Acid 500 MG Extended Release Oral Capsule,RxNorm
19073712,Aspirin 81 MG Delayed Release Oral Tablet,RxNorm
19073732,Atovaquone 150 MG/ML Oral Suspension,RxNorm
19073776,Azithromycin 20 MG/ML Oral Suspension,RxNorm
19073871,Bacitracin 0.5 UNT/MG Ophthalmic Ointment,RxNorm
19073874,Bacitracin 0.5 UNT/MG / Polymyxin B 10 UNT/MG Topical Ointment,RxNorm
19074137,Benzoyl Peroxide 0.05 MG/MG Topical Gel,RxNorm
19074138,Benzoyl Peroxide 50 MG/ML Medicated Liquid Soap,RxNorm
19074181,Betamethasone 0.5 MG/ML / Clotrimazole 10 MG/ML Topical Cream,RxNorm
19074220,bimatoprost 0.3 MG/ML Ophthalmic Solution,RxNorm
19074242,Biotin 10 MG Oral Capsule,RxNorm
19074244,Biotin 5 MG Oral Capsule,RxNorm
19074247,Bisacodyl 5 MG Delayed Release Oral Tablet,RxNorm
19074250,bismuth subsalicylate 262 MG Oral Tablet,RxNorm
19074271,bismuth subsalicylate 262 MG Chewable Tablet,RxNorm
19074334,brinzolamide 10 MG/ML Ophthalmic Suspension,RxNorm
19074470,calcipotriene 0.05 MG/ML Topical Solution,RxNorm
19074492,Calcitriol 0.00025 MG Oral Capsule,RxNorm
19074493,Calcitriol 0.0005 MG Oral Capsule,RxNorm
19074500,Calcium Carbonate 1250 MG Oral Capsule,RxNorm
19074523,Calcium Carbonate 1000 MG Chewable Tablet,RxNorm
19074551,Calcium Carbonate 311 MG / magnesium carbonate 232 MG Oral Tablet,RxNorm
19074558,Calcium Carbonate 500 MG Chewable Tablet,RxNorm
19074585,Calcium Carbonate 600 MG Chewable Tablet,RxNorm
19074586,Calcium Carbonate 750 MG Chewable Tablet,RxNorm
19074641,calcium polycarbophil 625 MG Oral Tablet,RxNorm
19074691,Carbamazepine 100 MG Chewable Tablet,RxNorm
19074697,Carbamazepine 200 MG Oral Tablet,RxNorm
19074721,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet,RxNorm
19074722,Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet,RxNorm
19075001,Cefuroxime 250 MG Oral Tablet,RxNorm
19075002,Cefuroxime 500 MG Oral Tablet,RxNorm
19075032,Cephalexin 250 MG Oral Capsule,RxNorm
19075033,Cephalexin 50 MG/ML Oral Suspension,RxNorm
19075034,Cephalexin 500 MG Oral Capsule,RxNorm
19075060,cevimeline 30 MG Oral Capsule,RxNorm
19075302,Cholecalciferol 400 UNT Oral Tablet,RxNorm
19075341,ciclopirox 7.7 MG/ML Topical Cream,RxNorm
19075343,ciclopirox 80 MG/ML Topical Solution,RxNorm
19075378,Ciprofloxacin 3 MG/ML Ophthalmic Solution,RxNorm
19075379,Ciprofloxacin 50 MG/ML Oral Suspension,RxNorm
19075380,Ciprofloxacin 500 MG Oral Tablet,RxNorm
19075394,Citalopram 40 MG Oral Tablet,RxNorm
19075425,Clindamycin 75 MG Oral Capsule,RxNorm
19075427,Clindamycin 0.01 MG/MG Topical Gel,RxNorm
19075428,Clindamycin 10 MG/ML Topical Solution,RxNorm
19075531,Clindamycin 20 MG/ML Vaginal Cream,RxNorm
19075601,clopidogrel 75 MG Oral Tablet,RxNorm
19075602,Clotrimazole 10 MG/ML Topical Cream,RxNorm
19075603,Clotrimazole 10 MG/ML Vaginal Cream,RxNorm
19075604,Clotrimazole 10 MG/ML Topical Solution,RxNorm
19075605,Clotrimazole 10 MG Oral Lozenge,RxNorm
19075953,Vitamin B 12 1 MG Oral Tablet,RxNorm
19075954,Vitamin B 12 1 MG/ML Injectable Solution,RxNorm
19075955,Vitamin B 12 0.1 MG Oral Tablet,RxNorm
19075984,Vitamin B 12 0.25 MG Oral Tablet,RxNorm
19076131,Dexamethasone 1 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Ophthalmic Suspension,RxNorm
19076133,Dexamethasone 0.001 MG/MG / Tobramycin 0.003 MG/MG Ophthalmic Ointment,RxNorm
19076134,Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Suspension,RxNorm
19076136,Dexamethasone 0.1 MG/ML Oral Solution,RxNorm
19076734,dorzolamide 20 MG/ML Ophthalmic Solution,RxNorm
19076752,Doxycycline Calcium 10 MG/ML Oral Suspension,RxNorm
19076953,Erythromycin 0.005 MG/MG Ophthalmic Ointment,RxNorm
19076956,Erythromycin 0.02 MG/MG Topical Gel,RxNorm
19076997,Estradiol 0.1 MG/ML Vaginal Cream,RxNorm
19077083,"Estrogens, Conjugated (USP) 0.625 MG Oral Tablet",RxNorm
19077218,exemestane 25 MG Oral Tablet,RxNorm
19077241,Famotidine 20 MG Oral Tablet,RxNorm
19077244,Fenofibrate 134 MG Oral Capsule,RxNorm
19077245,Fenofibrate 200 MG Oral Capsule,RxNorm
19077308,ferrous sulfate 160 MG Extended Release Oral Tablet,RxNorm
19077341,ferrous sulfate 250 MG Extended Release Oral Capsule,RxNorm
19077343,ferrous sulfate 325 MG Delayed Release Oral Tablet,RxNorm
19077344,ferrous sulfate 325 MG Oral Tablet,RxNorm
19077375,Finasteride 5 MG Oral Tablet,RxNorm
19077410,Fluocinonide 0.5 MG/ML Topical Solution,RxNorm
19077435,Fluorometholone 0.001 MG/MG Ophthalmic Ointment,RxNorm
19077438,Fluorometholone 1 MG/ML Ophthalmic Suspension,RxNorm
19077462,Fluoxetine 10 MG Oral Capsule,RxNorm
19077463,Fluoxetine 20 MG Oral Capsule,RxNorm
19077513,Folic Acid 1 MG Oral Tablet,RxNorm
19077546,Furosemide 20 MG Oral Tablet,RxNorm
19077547,gabapentin 100 MG Oral Capsule,RxNorm
19077548,gabapentin 300 MG Oral Capsule,RxNorm
19077549,gabapentin 400 MG Oral Capsule,RxNorm
19077550,gabapentin 600 MG Oral Tablet,RxNorm
19077571,gabapentin 800 MG Oral Tablet,RxNorm
19077577,Gemfibrozil 600 MG Oral Tablet,RxNorm
19077601,Gentamicin 3 MG/ML Ophthalmic Solution,RxNorm
19077636,Glipizide 10 MG Oral Tablet,RxNorm
19077637,24 HR Glipizide 2.5 MG Extended Release Oral Tablet,RxNorm
19077638,Glipizide 5 MG Oral Tablet,RxNorm
19077653,Glucose 4000 MG Chewable Tablet,RxNorm
19077659,Glyburide 2.5 MG Oral Tablet,RxNorm
19077682,Glyburide 5 MG Oral Tablet,RxNorm
19077763,Guaifenesin 20 MG/ML Oral Solution,RxNorm
19077930,Haloperidol 5 MG Oral Tablet,RxNorm
19077950,Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension,RxNorm
19078106,Hydrochlorothiazide 25 MG Oral Tablet,RxNorm
19078126,Sodium polystyrene sulfonate,RxNorm
19078140,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,RxNorm
19078166,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,RxNorm
19078283,Hydrocortisone 10 MG/ML Rectal Cream,RxNorm
19078314,Hydrocortisone 25 MG/ML Rectal Cream,RxNorm
19078344,Hydrocortisone 25 MG/ML Topical Cream,RxNorm
19078402,hypromellose 0.003 MG/MG Ophthalmic Gel,RxNorm
19078439,Ibuprofen 100 MG Chewable Tablet,RxNorm
19078440,Ibuprofen 200 MG Oral Capsule,RxNorm
19078461,Ibuprofen 200 MG Oral Tablet,RxNorm
19078493,imiquimod 50 MG/ML Topical Cream,RxNorm
19078522,Indomethacin 75 MG Extended Release Oral Capsule,RxNorm
19078524,infliximab 100 MG Injection,RxNorm
19078781,Levetiracetam 750 MG Oral Tablet,RxNorm
19078859,mesalamine 400 MG Delayed Release Oral Tablet,RxNorm
19078988,Niacin 500 MG Extended Release Oral Tablet,RxNorm
19079057,Nitroglycerin 2.5 MG Extended Release Oral Capsule,RxNorm
19079119,Nystatin 100000 UNT/ML Oral Suspension,RxNorm
19079132,Nystatin 500000 UNT Oral Capsule,RxNorm
19079151,Ofloxacin 3 MG/ML Ophthalmic Solution,RxNorm
19079153,olanzapine 15 MG Oral Tablet,RxNorm
19079154,olanzapine 5 MG Oral Tablet,RxNorm
19079160,Ondansetron 0.8 MG/ML Oral Solution,RxNorm
19079171,Ondansetron 8 MG Oral Tablet,RxNorm
19079172,Ondansetron 8 MG Disintegrating Oral Tablet,RxNorm
19079204,Zinc Gluconate,RxNorm
19079220,Pentoxifylline 400 MG Extended Release Oral Tablet,RxNorm
19079244,Permethrin 10 MG/ML Topical Lotion,RxNorm
19079293,pioglitazone 30 MG Oral Tablet,RxNorm
19079300,Potassium Chloride 10 MEQ Extended Release Oral Capsule,RxNorm
19079462,Risperidone 1 MG Oral Tablet,RxNorm
19079463,rizatriptan 5 MG Oral Tablet,RxNorm
19079497,Sertraline 25 MG Oral Tablet,RxNorm
19079498,sildenafil 50 MG Oral Tablet,RxNorm
19079527,Sodium Chloride 1000 MG Oral Tablet,RxNorm
19079658,Spironolactone 25 MG Oral Tablet,RxNorm
19079711,Sumatriptan 100 MG Oral Tablet,RxNorm
19079712,Tacrolimus 0.5 MG Oral Capsule,RxNorm
19079776,Timolol 5 MG/ML Ophthalmic Solution,RxNorm
19079779,Tretinoin 0.0001 MG/MG Topical Gel,RxNorm
19079835,venlafaxine 100 MG Oral Tablet,RxNorm
19079896,Ascorbic Acid 500 MG Chewable Tablet,RxNorm
19079985,Fluoxetine 10 MG Oral Tablet,RxNorm
19079990,24 HR Glipizide 5 MG Extended Release Oral Tablet,RxNorm
19080125,latanoprost 0.05 MG/ML Ophthalmic Solution,RxNorm
19080128,Lisinopril 10 MG Oral Tablet,RxNorm
19080129,Lisinopril 20 MG Oral Tablet,RxNorm
19080187,Metronidazole 250 MG Oral Tablet,RxNorm
19080217,pantoprazole 40 MG Delayed Release Oral Tablet,RxNorm
19080218,quinapril 40 MG Oral Tablet,RxNorm
19080226,milnacipran,RxNorm
19080241,ropinirole 1 MG Oral Tablet,RxNorm
19080242,rizatriptan 10 MG Oral Tablet,RxNorm
19080550,CHROMIUM PICOLINATE,RxNorm
19080617,Calcium Carbonate 600 MG / Vitamin D 125 UNT Oral Tablet,RxNorm
19080793,24 HR Glipizide 10 MG Extended Release Oral Tablet,RxNorm
19082350,24 HR Isosorbide Mononitrate 30 MG Extended Release Oral Tablet,RxNorm
19082703,Erythromycin 20 MG/ML Topical Solution,RxNorm
19082899,Cyclosporine 100 MG Oral Capsule,RxNorm
19087090,Amantadine,RxNorm
19087105,Amantadine Hydrochloride 100 MG Oral Capsule,RxNorm
19087108,Amantadine Hydrochloride 100 MG Oral Tablet,RxNorm
19087394,lacosamide,RxNorm
19090984,armodafinil,RxNorm
19090988,armodafinil 250 MG Oral Tablet,RxNorm
19092377,Lysine,RxNorm
19092378,Lysine 500 MG Oral Tablet,RxNorm
19092403,Lysine 500 MG Oral Capsule,RxNorm
19092849,Magnesium Chloride,RxNorm
19092935,Magnesium Chloride 535 MG Delayed Release Oral Tablet,RxNorm
19093848,Magnesium Sulfate,RxNorm
19095117,Prednisolone 10 MG/ML Ophthalmic Suspension,RxNorm
19095164,Cholecalciferol,RxNorm
19095165,Cholecalciferol 1000 UNT Oral Tablet,RxNorm
19095225,Cholecalciferol 400 UNT / Vitamin A 700 UNT Oral Capsule,RxNorm
19095250,Cholecalciferol 13300 UNT/ML Oral Solution,RxNorm
