procedure_concept_id,concept_name,vocabulary_id
2212744,Viscosity,CPT4
2212745,Unlisted hematology and coagulation procedure,CPT4
2212747,"Allergen specific IgG quantitative or semiquantitative, each allergen",CPT4
2212748,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each",CPT4
2212750,Antibody identification; leukocyte antibodies,CPT4
2212751,Antibody identification; platelet antibodies,CPT4
2212753,Antinuclear antibodies (ANA),CPT4
2212755,Antistreptolysin 0; titer,CPT4
2212759,"Blood bank physician services; investigation of transfusion reaction including suspicion of transmissible disease, interpretation and written report",CPT4
2212761,C-reactive protein,CPT4
2212762,C-reactive protein; high sensitivity (hsCRP),CPT4
2212763,"Beta 2 Glycoprotein I antibody, each",CPT4
2212764,"Cardiolipin (phospholipid) antibody, each Ig class",CPT4
2212768,Cold agglutinin; titer,CPT4
2212769,"Complement; antigen, each component",CPT4
2212770,"Complement; functional activity, each component",CPT4
2212771,Complement; total hemolytic (CH50),CPT4
2212774,"Cyclic citrullinated peptide (CCP), antibody",CPT4
2212776,Deoxyribonucleic acid (DNA) antibody; native or double stranded,CPT4
2212778,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",CPT4
2212780,"Fluorescent noninfectious agent antibody; screen, each antibody",CPT4
2212781,"Fluorescent noninfectious agent antibody; titer, each antibody",CPT4
2212785,"Immunoassay for tumor antigen, quantitative; CA 15-3 (27.29)",CPT4
2212786,"Immunoassay for tumor antigen, quantitative; CA 19-9",CPT4
2212787,"Immunoassay for tumor antigen, quantitative; CA 125",CPT4
2212788,Heterophile antibodies; screening,CPT4
2212791,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",CPT4
2212792,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",CPT4
2212793,"Immunoassay for infectious agent antibody, qualitative or semiquantitative, single step method (eg, reagent strip)",CPT4
2212798,"Immunodiffusion; gel diffusion, qualitative (Ouchterlony), each antigen or antibody",CPT4
2212799,Immune complex assay,CPT4
2212800,Immunofixation electrophoresis; serum,CPT4
2212801,"Immunofixation electrophoresis; other fluids with concentration (eg, urine, CSF)",CPT4
2212802,Inhibin A,CPT4
2212803,Insulin antibodies,CPT4
2212804,Intrinsic factor antibodies,CPT4
2212805,Islet cell antibody,CPT4
2212808,"Lymphocyte transformation, mitogen (phytomitogen) or antigen induced blastogenesis",CPT4
2212809,"B cells, total count",CPT4
2212811,"Natural killer (NK) cells, total count",CPT4
2212812,T cells; total count,CPT4
2212813,"T cells; absolute CD4 and CD8 count, including ratio",CPT4
2212815,"Stem cells (ie, CD34), total count",CPT4
2212816,"Microsomal antibodies (eg, thyroid or liver-kidney), each",CPT4
2212819,"Neutralization test, viral",CPT4
2212821,"Particle agglutination; screen, each antibody",CPT4
2212824,Rheumatoid factor; quantitative,CPT4
2212825,"Tuberculosis test, cell mediated immunity antigen response measurement; gamma interferon",CPT4
2212830,"Skin test; tuberculosis, intradermal",CPT4
2212834,"Streptokinase, antibody",CPT4
2212835,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)",CPT4
2212836,"Syphilis test, non-treponemal antibody; quantitative",CPT4
2212839,Antibody; Aspergillus,CPT4
2212841,Antibody; Bartonella,CPT4
2212842,Antibody; Blastomyces,CPT4
2212845,Antibody; Borrelia burgdorferi (Lyme disease),CPT4
2212847,Antibody; Brucella,CPT4
2212850,Antibody; Chlamydia,CPT4
2212851,"Antibody; Chlamydia, IgM",CPT4
2212852,Antibody; Coccidioides,CPT4
2212853,Antibody; Coxiella burnetii (Q fever),CPT4
2212855,Antibody; cytomegalovirus (CMV),CPT4
2212856,"Antibody; cytomegalovirus (CMV), IgM",CPT4
2212864,"Antibody; Epstein-Barr (EB) virus, nuclear antigen (EBNA)",CPT4
2212865,"Antibody; Epstein-Barr (EB) virus, viral capsid (VCA)",CPT4
2212870,Antibody; Helicobacter pylori,CPT4
2212871,"Antibody; helminth, not elsewhere specified",CPT4
2212873,Antibody; Haemophilus influenza,CPT4
2212874,Antibody; HTLV-I,CPT4
2212875,Antibody; HTLV-II,CPT4
2212876,"Antibody; HTLV or HIV antibody, confirmatory test (eg, Western Blot)",CPT4
2212877,"Antibody; hepatitis, delta agent",CPT4
2212879,"Antibody; herpes simplex, type 1",CPT4
2212880,"Antibody; herpes simplex, type 2",CPT4
2212881,Antibody; histoplasma,CPT4
2212884,"Antibody; HIV-1 and HIV-2, single result",CPT4
2212885,Hepatitis B core antibody (HBcAb); total,CPT4
2212886,Hepatitis B core antibody (HBcAb); IgM antibody,CPT4
2212887,Hepatitis B surface antibody (HBsAb),CPT4
2212888,Hepatitis Be antibody (HBeAb),CPT4
2212889,Hepatitis A antibody (HAAb),CPT4
2212890,"Hepatitis A antibody (HAAb), IgM antibody",CPT4
2212894,Antibody; Leptospira,CPT4
2212899,Antibody; mumps,CPT4
2212900,Antibody; mycoplasma,CPT4
2212903,Antibody; parvovirus,CPT4
2212905,"Antibody; protozoa, not elsewhere specified",CPT4
2212909,Antibody; rubella,CPT4
2212910,Antibody; rubeola,CPT4
2212913,Antibody; tetanus,CPT4
2212914,Antibody; Toxoplasma,CPT4
2212915,"Antibody; Toxoplasma, IgM",CPT4
2212918,Antibody; varicella-zoster,CPT4
2212921,"Antibody; virus, not elsewhere specified",CPT4
2212923,Thyroglobulin antibody,CPT4
2212924,Hepatitis C antibody,CPT4
2212926,"Lymphocytotoxicity assay, visual crossmatch; with titration",CPT4
2212928,Serum screening for cytotoxic percent reactive antibody (PRA); standard method,CPT4
2212929,Serum screening for cytotoxic percent reactive antibody (PRA); quick method,CPT4
2212932,"HLA typing; DR/DQ, single antigen",CPT4
2212937,"Antibody screen, RBC, each serum technique",CPT4
2212938,"Antibody elution (RBC), each elution",CPT4
2212939,"Antibody identification, RBC antibodies, each panel for each serum technique",CPT4
2212940,"Antihuman globulin test (Coombs test); direct, each antiserum",CPT4
2212942,"Antihuman globulin test (Coombs test); indirect, each antibody titer",CPT4
2212943,"Autologous blood or component, collection processing and storage; predeposited",CPT4
2212945,"Blood typing, serologic; ABO",CPT4
2212946,"Blood typing, serologic; Rh (D)",CPT4
2212949,"Blood typing, serologic; RBC antigens, other than ABO or Rh (D), each",CPT4
2212950,"Blood typing, serologic; Rh phenotyping, complete",CPT4
2212954,Compatibility test each unit; immediate spin technique,CPT4
2212955,Compatibility test each unit; incubation technique,CPT4
2212956,Compatibility test each unit; antiglobulin technique,CPT4
2212957,Compatibility test each unit; electronic,CPT4
2212958,"Fresh frozen plasma, thawing, each unit",CPT4
2212964,"Irradiation of blood product, each unit",CPT4
2212966,"Volume reduction of blood or blood product (eg, red blood cells or platelets), each unit",CPT4
2212967,Pooling of platelets or other blood products,CPT4
2212968,"Pretreatment of RBCs for use in RBC antibody detection, identification, and/or compatibility testing; incubation with chemical agents or drugs, each",CPT4
2212974,"Pretreatment of serum for use in RBC antibody identification; by differential red cell absorption using patient RBCs or RBCs of known phenotype, each absorption",CPT4
2212976,Unlisted transfusion medicine procedure,CPT4
2212979,"Concentration (any type), for infectious agents",CPT4
2212980,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",CPT4
2212981,"Culture, bacterial; stool, aerobic, with isolation and preliminary examination (eg, KIA, LIA), Salmonella and Shigella species",CPT4
2212982,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",CPT4
2212984,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",CPT4
2212985,"Culture, bacterial; quantitative, aerobic with isolation and presumptive identification of isolates, any source except urine, blood or stool",CPT4
2212988,"Culture, bacterial; any source, except blood, anaerobic with isolation and presumptive identification of isolates",CPT4
2212989,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",CPT4
2212990,"Culture, bacterial; aerobic isolate, additional methods required for definitive identification, each isolate",CPT4
2212991,"Culture, presumptive, pathogenic organisms, screening only",CPT4
2212996,"Culture, bacterial; quantitative colony count, urine",CPT4
2212998,"Culture, bacterial; with isolation and presumptive identification of each isolate, urine",CPT4
2212999,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; skin, hair, or nail",CPT4
2213000,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",CPT4
2213001,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; blood",CPT4
2213002,"Culture, fungi, definitive identification, each organism; yeast",CPT4
2213003,"Culture, fungi, definitive identification, each organism; mold",CPT4
2213005,"Culture, chlamydia, any source",CPT4
2213006,"Culture, tubercle or other acid-fast bacilli (eg, TB, AFB, mycobacteria) any source, with isolation and presumptive identification of isolates",CPT4
2213009,"Culture, typing; immunofluorescent method, each antiserum",CPT4
2213012,"Culture, typing; immunologic method, other than immunofluorescence (eg, agglutination grouping), per antiserum",CPT4
2213013,"Culture, typing; identification by nucleic acid (DNA or RNA) probe, direct probe technique, per culture or isolate, each organism probed",CPT4
2213026,"Homogenization, tissue, for culture",CPT4
2213027,"Ova and parasites, direct smears, concentration and identification",CPT4
2213028,"Susceptibility studies, antimicrobial agent; agar dilution method, per agent (eg, antibiotic gradient strip)",CPT4
2213029,"Susceptibility studies, antimicrobial agent; disk method, per plate (12 or fewer agents)",CPT4
2213030,"Susceptibility studies, antimicrobial agent; enzyme detection (eg, beta lactamase), per enzyme",CPT4
2213031,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",CPT4
2213033,"Susceptibility studies, antimicrobial agent; macrobroth dilution method, each agent",CPT4
2213039,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",CPT4
2213040,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types",CPT4
2213041,"Smear, primary source with interpretation; special stain for inclusion bodies or parasites (eg, malaria, coccidia, microsporidia, trypanosomes, herpes viruses)",CPT4
2213043,"Smear, primary source with interpretation; complex special stain (eg, trichrome, iron hemotoxylin) for ova and parasites",CPT4
2213044,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",CPT4
2213046,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",CPT4
2213047,"Toxin or antitoxin assay, tissue culture (eg, Clostridium difficile toxin)",CPT4
2213049,"Virus isolation; tissue culture inoculation, observation, and presumptive identification by cytopathic effect",CPT4
2213050,"Virus isolation; tissue culture, additional studies or definitive identification (eg, hemabsorption, neutralization, immunofluorescence stain), each isolate",CPT4
2213051,"Virus isolation; centrifuge enhanced (shell vial) technique, includes identification with immunofluorescence stain, each virus",CPT4
2213053,Infectious agent antigen detection by immunofluorescent technique; adenovirus,CPT4
2213058,"Infectious agent antigen detection by immunofluorescent technique; Cytomegalovirus, direct fluorescent antibody (DFA)",CPT4
2213062,Infectious agent antigen detection by immunofluorescent technique; influenza B virus,CPT4
2213063,Infectious agent antigen detection by immunofluorescent technique; influenza A virus,CPT4
2213066,"Infectious agent antigen detection by immunofluorescent technique; Parainfluenza virus, each type",CPT4
2213067,Infectious agent antigen detection by immunofluorescent technique; respiratory syncytial virus,CPT4
2213068,Infectious agent antigen detection by immunofluorescent technique; Pneumocystis carinii,CPT4
2213071,Infectious agent antigen detection by immunofluorescent technique; Varicella zoster virus,CPT4
2213072,"Infectious agent antigen detection by immunofluorescent technique; not otherwise specified, each organism",CPT4
2213073,"Infectious agent antigen detection by immunofluorescent technique, polyvalent for multiple organisms, each polyvalent antiserum",CPT4
2213074,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; adenovirus enteric types 40/41",CPT4
2213075,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Aspergillus",CPT4
2213080,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; giardia",CPT4
2213085,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Helicobacter pylori, stool",CPT4
2213087,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen (HBsAg)",CPT4
2213089,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis Be antigen (HBeAg)",CPT4
2213091,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Histoplasma capsulatum",CPT4
2213092,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; HIV-1",CPT4
2213096,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; rotavirus",CPT4
2213097,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Shiga-like toxin",CPT4
2213099,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; multiple-step method, not otherwise specified, each organism",CPT4
2213115,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",CPT4
2213118,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, amplified probe technique",CPT4
2213119,"Infectious agent detection by nucleic acid (DNA or RNA); cytomegalovirus, quantification",CPT4
2213120,"Infectious agent detection by nucleic acid (DNA or RNA); enterovirus, amplified probe technique, includes reverse transcription when performed",CPT4
2213126,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis B virus, amplified probe technique",CPT4
2213127,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis B virus, quantification",CPT4
2213129,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, amplified probe technique, includes reverse transcription when performed",CPT4
2213130,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, quantification, includes reverse transcription when performed",CPT4
2213135,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes simplex virus, amplified probe technique",CPT4
2213136,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes simplex virus, quantification",CPT4
2213139,"Infectious agent detection by nucleic acid (DNA or RNA); Herpes virus-6, quantification",CPT4
2213141,"Infectious agent detection by nucleic acid (DNA or RNA); HIV-1, amplified probe technique, includes reverse transcription when performed",CPT4
2213142,"Infectious agent detection by nucleic acid (DNA or RNA); HIV-1, quantification, includes reverse transcription when performed",CPT4
2213145,"Infectious agent detection by nucleic acid (DNA or RNA); HIV-2, quantification, includes reverse transcription when performed",CPT4
2213149,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria species, direct probe technique",CPT4
2213150,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria species, amplified probe technique",CPT4
2213152,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria tuberculosis, direct probe technique",CPT4
2213153,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria tuberculosis, amplified probe technique",CPT4
2213155,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria avium-intracellulare, direct probe technique",CPT4
2213156,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria avium-intracellulare, amplified probe technique",CPT4
2213159,"Infectious agent detection by nucleic acid (DNA or RNA); Mycoplasma pneumoniae, amplified probe technique",CPT4
2213162,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, amplified probe technique",CPT4
2213167,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, amplified probe technique",CPT4
2213168,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, methicillin resistant, amplified probe technique",CPT4
2213172,"Infectious agent detection by nucleic acid (DNA or RNA); Streptococcus, group B, amplified probe technique",CPT4
2213174,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; direct probe technique, each organism",CPT4
2213175,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; amplified probe technique, each organism",CPT4
2213176,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",CPT4
2213177,"Infectious agent detection by nucleic acid (DNA or RNA), multiple organisms; direct probe(s) technique",CPT4
2213178,"Infectious agent detection by nucleic acid (DNA or RNA), multiple organisms; amplified probe(s) technique",CPT4
2213187,"Infectious agent antigen detection by immunoassay with direct optical observation; Streptococcus, group A",CPT4
2213188,Infectious agent antigen detection by immunoassay with direct optical observation; not otherwise specified,CPT4
2213189,Infectious agent drug susceptibility phenotype prediction using regularly updated genotypic bioinformatics,CPT4
2213190,"Infectious agent genotype analysis by nucleic acid (DNA or RNA); HIV-1, reverse transcriptase and protease regions",CPT4
2213191,Infectious agent genotype analysis by nucleic acid (DNA or RNA); Hepatitis C virus,CPT4
2213195,Unlisted microbiology procedure,CPT4
2213212,"Cytopathology, fluids, washings or brushings, except cervical or vaginal; smears with interpretation",CPT4
2213215,"Cytopathology, concentration technique, smears and interpretation (eg, Saccomanno technique)",CPT4
2213216,"Cytopathology, selective cellular enhancement technique with interpretation (eg, liquid based slide preparation method), except cervical or vaginal",CPT4
2213221,"Cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation; manual screening under physician supervision",CPT4
2213222,"Cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation; with manual screening and rescreening under physician supervision",CPT4
2213241,"Cytopathology, evaluation of fine needle aspirate; immediate cytohistologic study to determine adequacy for diagnosis, first evaluation episode, each site",CPT4
2213242,"Cytopathology, evaluation of fine needle aspirate; interpretation and report",CPT4
2213246,"Flow cytometry, cell cycle or DNA analysis",CPT4
2213247,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; first marker",CPT4
2213248,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; each additional marker (List separately in addition to code for first marker)",CPT4
2213253,Tissue culture for non-neoplastic disorders; lymphocyte,CPT4
2213254,Tissue culture for non-neoplastic disorders; skin or other solid tissue biopsy,CPT4
2213255,Tissue culture for non-neoplastic disorders; amniotic fluid or chorionic villus cells,CPT4
2213256,"Tissue culture for neoplastic disorders; bone marrow, blood cells",CPT4
2213257,Tissue culture for neoplastic disorders; solid tumor,CPT4
2213258,"Cryopreservation, freezing and storage of cells, each cell line",CPT4
2213264,"Chromosome analysis; count 15-20 cells, 2 karyotypes, with banding",CPT4
2213266,Chromosome analysis; analyze 20-25 cells,CPT4
2213267,"Chromosome analysis, amniotic fluid or chorionic villus, count 15 cells, 1 karyotype, with banding",CPT4
2213269,"Molecular cytogenetics; DNA probe, each (eg, FISH)",CPT4
2213271,"Molecular cytogenetics; chromosomal in situ hybridization, analyze 10-30 cells (eg, for microdeletions)",CPT4
2213273,"Molecular cytogenetics; interphase in situ hybridization, analyze 100-300 cells",CPT4
2213280,"Level I - Surgical pathology, gross examination only",CPT4
2213281,"Level II - Surgical pathology, gross and microscopic examination Appendix, incidental Fallopian tube, sterilization Fingers/toes, amputation, traumatic Foreskin, newborn Hernia sac, any location Hydrocele sac Nerve Skin, plastic repair Sympathetic ganglion Testis, castration Vaginal mucosa, incidental Vas deferens, sterilization",CPT4
2213282,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",CPT4
2213283,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",CPT4
2213284,"Level V - Surgical pathology, gross and microscopic examination Adrenal, resection Bone - biopsy/curettings Bone fragment(s), pathologic fracture Brain, biopsy Brain/meninges, tumor resection Breast, excision of lesion, requiring microscopic evaluation of surgical margins Breast, mastectomy - partial/simple Cervix, conization Colon, segmental resection, other than for tumor Extremity, amputation, non-traumatic Eye, enucleation Kidney, partial/total nephrectomy Larynx, partial/total resection Liver, biopsy - needle/wedge Liver, partial resection Lung, wedge biopsy Lymph nodes, regional resection Mediastinum, mass Myocardium, biopsy Odontogenic tumor Ovary with or without tube, neoplastic Pancreas, biopsy Placenta, third trimester Prostate, except radical resection Salivary gland Sentinel lymph node Small intestine, resection, other than for tumor Soft tissue mass (except lipoma) - biopsy/simple excision Stomach - subtotal/total resection, other than for tumor Testis, biopsy Thymus, tumor Thyroid, total/lobe Ureter, resection Urinary bladder, TUR Uterus, with or without tubes and ovaries, other than neoplastic/prolapse",CPT4
2213285,"Level VI - Surgical pathology, gross and microscopic examination Bone resection Breast, mastectomy - with regional lymph nodes Colon, segmental resection for tumor Colon, total resection Esophagus, partial/total resection Extremity, disarticulation Fetus, with dissection Larynx, partial/total resection - with regional lymph nodes Lung - total/lobe/segment resection Pancreas, total/subtotal resection Prostate, radical resection Small intestine, resection for tumor Soft tissue tumor, extensive resection Stomach - subtotal/total resection for tumor Testis, tumor Tongue/tonsil -resection for tumor Urinary bladder, partial/total resection Uterus, with or without tubes and ovaries, neoplastic Vulva, total/subtotal resection",CPT4
2213286,Decalcification procedure (List separately in addition to code for surgical pathology examination),CPT4
2213287,"Special stain including interpretation and report; Group I for microorganisms (eg, acid fast, methenamine silver)",CPT4
2213288,"Special stain including interpretation and report; Group II, all other (eg, iron, trichrome), except stain for microorganisms, stains for enzyme constituents, or immunocytochemistry and immunohistochemistry",CPT4
2213289,Special stain including interpretation and report; histochemical stain on frozen tissue block (List separately in addition to code for primary procedure),CPT4
2213291,"Special stain including interpretation and report; Group III, for enzyme constituents",CPT4
2213292,Consultation and report on referred slides prepared elsewhere,CPT4
2213293,Consultation and report on referred material requiring preparation of slides,CPT4
2213296,"Pathology consultation during surgery; first tissue block, with frozen section(s), single specimen",CPT4
2213297,Pathology consultation during surgery; each additional tissue block with frozen section(s) (List separately in addition to code for primary procedure),CPT4
2213298,"Pathology consultation during surgery; cytologic examination (eg, touch prep, squash prep), initial site",CPT4
2213300,"Immunohistochemistry or immunocytochemistry, per specimen; initial single antibody stain procedure",CPT4
2213301,"Immunofluorescence, per specimen; initial single antibody stain procedure",CPT4
2213302,Immunofluorescent study of antibody using indirect method,CPT4
2213303,"Electron microscopy, diagnostic",CPT4
2213308,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, per specimen, each single antibody stain procedure; manual",CPT4
2213310,Nerve teasing preparations,CPT4
2213311,"In situ hybridization (eg, FISH), per specimen; initial single probe stain procedure",CPT4
2213313,"Morphometric analysis, in situ hybridization (quantitative or semi-quantitative), manual, per specimen; initial single probe stain procedure",CPT4
2213317,"Microdissection (ie, sample preparation of microscopically identified target); manual",CPT4
2213321,Unlisted surgical pathology procedure,CPT4
2213323,"Bilirubin, total, transcutaneous",CPT4
2213327,"Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood",CPT4
2213328,"Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood; with differential count",CPT4
2213329,"Leukocyte assessment, fecal, qualitative or semiquantitative",CPT4
2213330,"Crystal identification by light microscopy with or without polarizing lens analysis, tissue or any body fluid (except urine)",CPT4
2213333,"Fat stain, feces, urine, or respiratory secretions",CPT4
2213342,"Sputum, obtaining specimen, aerosol induced technique (separate procedure)",CPT4
2213346,Unlisted miscellaneous pathology test,CPT4
2213356,Cryopreservation; sperm,CPT4
2213358,"Sperm isolation; complex prep (eg, Percoll gradient, albumin gradient) for insemination or diagnosis with semen analysis",CPT4
2213359,"Sperm identification from testis tissue, fresh or cryopreserved",CPT4
2213367,Semen analysis; motility and count (not including Huhner test),CPT4
2213368,"Semen analysis; volume, count, motility, and differential",CPT4
2213369,"Semen analysis; sperm presence and motility of sperm, if performed",CPT4
2213370,"Semen analysis; volume, count, motility, and differential using strict morphologic criteria (eg, Kruger)",CPT4
2213377,Storage (per year); sperm/semen,CPT4
2213382,"Thawing of cryopreserved; sperm/semen, each aliquot",CPT4
2213404,"Rabies immune globulin, heat-treated (RIg-HT), human, for intramuscular and/or subcutaneous use",CPT4
2213418,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",CPT4
2213419,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure)",CPT4
2213420,Immunization administration by intranasal or oral route; 1 vaccine (single or combination vaccine/toxoid),CPT4
