concept_id,concept_name,vocabulary_id,table
40225989,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip,RxNorm,drug_exposure
40225993,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip,RxNorm,drug_exposure
40226429,bimatoprost 0.1 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40226742,olmesartan,RxNorm,drug_exposure
40226992,Lidocaine Hydrochloride 0.04 MG/MG Medicated Patch,RxNorm,drug_exposure
40226995,Lidocaine Hydrochloride 0.05 MG/MG Topical Ointment,RxNorm,drug_exposure
40226998,Lidocaine Hydrochloride 0.05 MG/MG Transdermal Patch,RxNorm,drug_exposure
40227060,Lidocaine Hydrochloride 20 MG/ML Oral Spray,RxNorm,drug_exposure
40227101,Lidocaine Hydrochloride 40 MG/ML Mucous Membrane Topical Solution,RxNorm,drug_exposure
40227543,Diphenhydramine Hydrochloride 50 MG Oral Capsule,RxNorm,drug_exposure
40227546,12 HR cetirizine hydrochloride 5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40227595,Acetaminophen 300 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,RxNorm,drug_exposure
40228087,Triamcinolone Acetonide 1 MG/ML Topical Cream,RxNorm,drug_exposure
40228154,dabigatran etexilate 150 MG Oral Capsule,RxNorm,drug_exposure
40228161,dabigatran etexilate 75 MG Oral Capsule,RxNorm,drug_exposure
40228203,cetirizine hydrochloride 1 MG/ML Oral Solution,RxNorm,drug_exposure
40228210,cetirizine hydrochloride 10 MG Chewable Tablet,RxNorm,drug_exposure
40228212,cetirizine hydrochloride 10 MG Oral Capsule,RxNorm,drug_exposure
40228214,cetirizine hydrochloride 10 MG Oral Tablet,RxNorm,drug_exposure
40228230,cetirizine hydrochloride 5 MG Oral Tablet,RxNorm,drug_exposure
40228290,krill oil 300 MG Oral Capsule,RxNorm,drug_exposure
40228841,{24 (Ethinyl Estradiol 0.01 MG / norethindrone acetate 1 MG Oral Tablet) / 2 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 2 (Ferrous fumarate 75 MG Oral Tablet) } Pack,RxNorm,drug_exposure
40229058,12 HR Hyoscyamine Sulfate 0.375 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40230465,azelaic acid 0.15 MG/MG Topical Gel,RxNorm,drug_exposure
40230469,azelaic acid 200 MG/ML Topical Cream,RxNorm,drug_exposure
40230761,lurasidone,RxNorm,drug_exposure
40231144,Hyoscyamine Sulfate 0.125 MG Sublingual Tablet,RxNorm,drug_exposure
40231370,Lurasidone Hydrochloride 40 MG Oral Tablet,RxNorm,drug_exposure
40231374,Lurasidone Hydrochloride 80 MG Oral Tablet,RxNorm,drug_exposure
40231447,Omega-3 Acid Ethyl Esters (USP) 1400 MG Oral Capsule,RxNorm,drug_exposure
40231581,resveratrol 100 MG Oral Capsule,RxNorm,drug_exposure
40231761,Colestipol Hydrochloride 1000 MG Oral Tablet,RxNorm,drug_exposure
40231804,12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231806,12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231810,12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231812,12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231814,12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231822,12 HR Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40231916,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,RxNorm,drug_exposure
40231921,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,RxNorm,drug_exposure
40231925,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,RxNorm,drug_exposure
40231932,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,RxNorm,drug_exposure
40232217,Pseudoephedrine Hydrochloride 30 MG Oral Tablet,RxNorm,drug_exposure
40232259,Pseudoephedrine Hydrochloride 60 MG Oral Tablet,RxNorm,drug_exposure
40232435,Diphenhydramine Hydrochloride 2.5 MG/ML Oral Solution,RxNorm,drug_exposure
40232444,Diphenhydramine Hydrochloride 25 MG Oral Capsule,RxNorm,drug_exposure
40232448,Diphenhydramine Hydrochloride 25 MG Oral Tablet,RxNorm,drug_exposure
40232649,Hyoscyamine Sulfate 0.125 MG Oral Tablet,RxNorm,drug_exposure
40232700,Oxycodone Hydrochloride 1 MG/ML Oral Solution,RxNorm,drug_exposure
40232707,Oxycodone Hydrochloride 10 MG Oral Tablet,RxNorm,drug_exposure
40232717,Oxycodone Hydrochloride 15 MG Oral Tablet,RxNorm,drug_exposure
40232730,Oxycodone Hydrochloride 20 MG Oral Tablet,RxNorm,drug_exposure
40232745,Oxycodone Hydrochloride 30 MG Oral Tablet,RxNorm,drug_exposure
40232754,Oxycodone Hydrochloride 5 MG Oral Capsule,RxNorm,drug_exposure
40232756,Oxycodone Hydrochloride 5 MG Oral Tablet,RxNorm,drug_exposure
40233219,2 ML Triamcinolone Acetonide 40 MG/ML Prefilled Syringe,RxNorm,drug_exposure
40233220,30 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler,RxNorm,drug_exposure
40233402,Ascorbic Acid 250 MG / Folic Acid 1 MG / Iron Carbonyl 100 MG / Vitamin B 12 0.025 MG Oral Tablet,RxNorm,drug_exposure
40233894,Testosterone 0.02 MG/MG Topical Gel,RxNorm,drug_exposure
40233955,Triamcinolone Acetonide 0.00025 MG/MG Topical Ointment,RxNorm,drug_exposure
40233964,Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,RxNorm,drug_exposure
40233977,Triamcinolone Acetonide 0.005 MG/MG Topical Ointment,RxNorm,drug_exposure
40233993,Triamcinolone Acetonide 0.25 MG/ML Topical Cream,RxNorm,drug_exposure
40234019,Triamcinolone Acetonide 1 MG/ML Topical Lotion,RxNorm,drug_exposure
40234030,Triamcinolone Acetonide 10 MG/ML Injectable Suspension,RxNorm,drug_exposure
40234084,Triamcinolone Acetonide 5 MG/ML Topical Cream,RxNorm,drug_exposure
40234330,krill oil 500 MG Oral Capsule,RxNorm,drug_exposure
40234404,Diphenhydramine Hydrochloride 50 MG Oral Tablet,RxNorm,drug_exposure
40234705,Nystatin 100 UNT/MG / Triamcinolone Acetonide 0.001 MG/MG Topical Ointment,RxNorm,drug_exposure
40234727,Nystatin 100000 UNT/ML / Triamcinolone Acetonide 1 MG/ML Topical Cream,RxNorm,drug_exposure
40234834,vilazodone,RxNorm,drug_exposure
40234846,vilazodone hydrochloride 40 MG Oral Tablet,RxNorm,drug_exposure
40235260,8 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40235266,24 HR Methylphenidate Hydrochloride 10 MG Extended Release Oral Capsule,RxNorm,drug_exposure
40235269,24 HR Methylphenidate Hydrochloride 18 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40235271,24 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Capsule,RxNorm,drug_exposure
40235274,24 HR Methylphenidate Hydrochloride 27 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40235279,24 HR Methylphenidate Hydrochloride 36 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40235286,24 HR Methylphenidate Hydrochloride 54 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40235349,Acetaminophen 500 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,RxNorm,drug_exposure
40235896,Triamcinolone Acetonide 0.0005 MG/MG Topical Ointment,RxNorm,drug_exposure
40235933,WHEAT DEXTRIN 3000 MG Powder for Oral Solution,RxNorm,drug_exposure
40236419,Methylphenidate Hydrochloride 10 MG Oral Tablet,RxNorm,drug_exposure
40236446,Methylphenidate Hydrochloride 20 MG Oral Tablet,RxNorm,drug_exposure
40236481,Methylphenidate Hydrochloride 5 MG Oral Tablet,RxNorm,drug_exposure
40236648,Clomiphene Citrate 50 MG Oral Tablet,RxNorm,drug_exposure
40236691,Acetaminophen 500 MG / Diphenhydramine Hydrochloride 25 MG Oral Tablet,RxNorm,drug_exposure
40236808,Cholecalciferol 4000 UNT Oral Capsule,RxNorm,drug_exposure
40236824,Phenazopyridine hydrochloride 100 MG Oral Tablet,RxNorm,drug_exposure
40236839,Phenazopyridine hydrochloride 200 MG Oral Tablet,RxNorm,drug_exposure
40236857,Phenazopyridine hydrochloride 95 MG Oral Tablet,RxNorm,drug_exposure
40237312,Omega-3 Acid Ethyl Esters (USP) 1000 MG Delayed Release Oral Capsule,RxNorm,drug_exposure
40237313,Omega-3 Acid Ethyl Esters (USP) 500 MG Oral Capsule,RxNorm,drug_exposure
40237341,resveratrol 50 MG Oral Capsule,RxNorm,drug_exposure
40237527,24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40237529,24 HR Divalproex Sodium 500 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40237543,24 HR Niacin 1000 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40237803,Pseudoephedrine Hydrochloride 30 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet,RxNorm,drug_exposure
40238221,Docusate Sodium 100 MG Oral Tablet,RxNorm,drug_exposure
40238240,Divalproex Sodium 125 MG Delayed Release Oral Tablet,RxNorm,drug_exposure
40238246,Divalproex Sodium 250 MG Delayed Release Oral Tablet,RxNorm,drug_exposure
40238254,Divalproex Sodium 500 MG Delayed Release Oral Tablet,RxNorm,drug_exposure
40238886,Carboxymethylcellulose Sodium 5 MG/ML / Glycerin 9 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40239011,Testosterone 0.0162 MG/MG Topical Gel,RxNorm,drug_exposure
40239056,abiraterone,RxNorm,drug_exposure
40239060,abiraterone acetate 250 MG Oral Tablet,RxNorm,drug_exposure
40239109,doxylamine succinate 25 MG Oral Tablet,RxNorm,drug_exposure
40239216,Linagliptin,RxNorm,drug_exposure
40239218,Linagliptin 5 MG Oral Tablet,RxNorm,drug_exposure
40239551,240 ACTUAT Olopatadine hydrochloride 6.65 MG/ACTUAT Nasal Inhaler,RxNorm,drug_exposure
40239655,Amylases 15000 UNT / Endopeptidases 9500 UNT / Lipase 3000 UNT Delayed Release Oral Capsule,RxNorm,drug_exposure
40239710,Calcium Carbonate 1000 MG / Cholecalciferol 800 UNT Oral Tablet,RxNorm,drug_exposure
40239953,Vitamin B 12 0.0667 MG/ML Oral Solution,RxNorm,drug_exposure
40240035,olopatadine 1 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40240039,olopatadine 2 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40240187,Naproxen sodium 220 MG Oral Capsule,RxNorm,drug_exposure
40240688,Docusate Sodium 100 MG Oral Capsule,RxNorm,drug_exposure
40241038,Nitroglycerin 0.004 MG/MG Rectal Ointment,RxNorm,drug_exposure
40241169,Thioctic Acid 300 MG Oral Capsule,RxNorm,drug_exposure
40241175,Thioctic Acid 50 MG Oral Capsule,RxNorm,drug_exposure
40241178,Thioctic Acid 600 MG Oral Capsule,RxNorm,drug_exposure
40241183,Turmeric extract 500 MG Oral Capsule,RxNorm,drug_exposure
40241186,Ticagrelor,RxNorm,drug_exposure
40241188,Ticagrelor 90 MG Oral Tablet,RxNorm,drug_exposure
40241331,rivaroxaban,RxNorm,drug_exposure
40241333,rivaroxaban 10 MG Oral Tablet,RxNorm,drug_exposure
40241504,Dexamethasone phosphate 4 MG/ML Injectable Solution,RxNorm,drug_exposure
40241536,24 HR Loratadine 10 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40241958,chloroquine phosphate 500 MG Oral Tablet,RxNorm,drug_exposure
40242221,Magnesium Sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution,RxNorm,drug_exposure
40242507,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule,RxNorm,drug_exposure
40242522,8 HR Acetaminophen 650 MG Extended Release Oral Tablet,RxNorm,drug_exposure
40242673,astaxanthin 4 MG Oral Capsule,RxNorm,drug_exposure
40243202,120 ACTUAT Albuterol 0.1 MG/ACTUAT / Ipratropium Bromide 0.02 MG/ACTUAT Metered Dose Inhaler,RxNorm,drug_exposure
40243205,2 ML Naloxone Hydrochloride 0.4 MG/ML Prefilled Syringe,RxNorm,drug_exposure
40243340,Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet,RxNorm,drug_exposure
40243447,Atropine Sulfate 10 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40243494,Carboxymethylcellulose Sodium 5 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
40243855,Fluocinolone Acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / Tretinoin 0.5 MG/ML Topical Cream,RxNorm,drug_exposure
40243864,Fluocinolone Acetonide 0.1 MG/ML Otic Solution,RxNorm,drug_exposure
40243872,Fluocinolone Acetonide 0.1 MG/ML Topical Solution,RxNorm,drug_exposure
40243919,Fluoxetine 60 MG Oral Tablet,RxNorm,drug_exposure
40244055,ubiquinol 50 MG Oral Capsule,RxNorm,drug_exposure
40244338,Docusate Sodium 70.8 MG/ML Enema,RxNorm,drug_exposure
40244444,rivaroxaban 15 MG Oral Tablet,RxNorm,drug_exposure
40244448,rivaroxaban 20 MG Oral Tablet,RxNorm,drug_exposure
40244464,ruxolitinib,RxNorm,drug_exposure
42707306,Cholecalciferol 2000 UNT Chewable Tablet,RxNorm,drug_exposure
42707311,theanine 100 MG Oral Capsule,RxNorm,drug_exposure
42707354,Ergocalciferol 2000 UNT Oral Tablet,RxNorm,drug_exposure
42707649,Lurasidone Hydrochloride 20 MG Oral Tablet,RxNorm,drug_exposure
42707716,ubiquinol 100 MG Oral Capsule,RxNorm,drug_exposure
42707868,Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.25 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution,RxNorm,drug_exposure
42707871,Acetaminophen 33.3 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution,RxNorm,drug_exposure
42707985,12 HR Loratadine 5 MG / Pseudoephedrine sulfate 120 MG Extended Release Oral Tablet,RxNorm,drug_exposure
42708247,tafluprost 0.015 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
42708310,Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT / Vitamin K 0.04 MG Chewable Tablet,RxNorm,drug_exposure
42708327,Vitamin B 12 2.5 MG Oral Tablet,RxNorm,drug_exposure
42708386,Docusate Calcium 240 MG Oral Capsule,RxNorm,drug_exposure
42708415,Docusate Sodium 250 MG Oral Capsule,RxNorm,drug_exposure
42708510,120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler,RxNorm,drug_exposure
42708512,120 ACTUAT formoterol fumarate 0.005 MG/ACTUAT / mometasone furoate 0.2 MG/ACTUAT Metered Dose Inhaler,RxNorm,drug_exposure
42708584,Ascorbic Acid 60 MG / Hyaluronic Acid 20 MG Oral Capsule,RxNorm,drug_exposure
42708624,Omeprazole 2 MG/ML Oral Suspension,RxNorm,drug_exposure
42708660,Docusate Sodium 50 MG Oral Capsule,RxNorm,drug_exposure
42708743,Docusate Sodium 10 MG/ML Oral Suspension,RxNorm,drug_exposure
42708785,Potassium gluconate 2.35 MEQ Oral Tablet,RxNorm,drug_exposure
42708800,Potassium gluconate 2.5 MEQ Oral Capsule,RxNorm,drug_exposure
42708867,120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Nasal Inhaler,RxNorm,drug_exposure
42709180,84 HR Estradiol 0.00208 MG/HR / norethindrone acetate 0.00583 MG/HR Transdermal System,RxNorm,drug_exposure
42799049,120 ACTUAT Azelastine hydrochloride 0.137 MG/ACTUAT / Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler,RxNorm,drug_exposure
42799080,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 0.667 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution,RxNorm,drug_exposure
42799410,Cholecalciferol 50000 UNT Oral Tablet,RxNorm,drug_exposure
42799774,Lutein 25 MG / zeaxanthin 5 MG Oral Capsule,RxNorm,drug_exposure
42799833,Melatonin 10 MG Oral Tablet,RxNorm,drug_exposure
42799903,Psyllium 53.3 MG/ML Oral Suspension,RxNorm,drug_exposure
42800173,hydrocortisone acetate 25 MG Rectal Suppository,RxNorm,drug_exposure
42800184,hydrocortisone acetate 25 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Cream,RxNorm,drug_exposure
42800300,12 HR Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG Extended Release Oral Tablet,RxNorm,drug_exposure
42800620,Cyclopentolate hydrochloride 10 MG/ML Ophthalmic Solution,RxNorm,drug_exposure
42801149,Sodium Chloride 0.000855 MEQ/MG Ophthalmic Ointment,RxNorm,drug_exposure
42873440,24 HR mirabegron 25 MG Extended Release Oral Tablet,RxNorm,drug_exposure
42873444,24 HR mirabegron 50 MG Extended Release Oral Tablet,RxNorm,drug_exposure
42873622,60 ACTUAT aclidinium bromide 0.4 MG/ACTUAT Dry Powder Inhaler,RxNorm,drug_exposure
42873636,mirabegron,RxNorm,drug_exposure
42873639,aclidinium,RxNorm,drug_exposure
42873673,12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet,RxNorm,drug_exposure
42874169,Turmeric extract 450 MG Oral Capsule,RxNorm,drug_exposure
42874224,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet,RxNorm,drug_exposure
42899056,Esomeprazole 0.167 MG/ML Oral Suspension,RxNorm,drug_exposure
42899453,Inulin 200 MG / Lactobacillus rhamnosus GG 10000000000 UNT Oral Capsule,RxNorm,drug_exposure
42900250,enzalutamide,RxNorm,drug_exposure
42900252,enzalutamide 40 MG Oral Capsule,RxNorm,drug_exposure
42900359,Calcitonin,RxNorm,drug_exposure
42900505,linaclotide,RxNorm,drug_exposure
42900507,linaclotide 0.145 MG Oral Capsule,RxNorm,drug_exposure
42900511,linaclotide 0.29 MG Oral Capsule,RxNorm,drug_exposure
42900528,grape seed oil,RxNorm,drug_exposure
42901643,Cholecalciferol 100 UNT/ML Oral Solution,RxNorm,drug_exposure
42901674,Phenytoin 25 MG/ML Oral Suspension,RxNorm,drug_exposure
42901705,Phenytoin 50 MG Chewable Tablet,RxNorm,drug_exposure
42901722,magnesium citrate 100 MG Oral Tablet,RxNorm,drug_exposure
42901885,Capsaicin 0.00035 MG/MG / Lidocaine Hydrochloride 0.005 MG/MG / Menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,RxNorm,drug_exposure
42901890,Milk thistle extract 87.5 MG Oral Capsule,RxNorm,drug_exposure
42902168,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack,RxNorm,drug_exposure
42902177,{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack,RxNorm,drug_exposure
42902216,{21 (Ethinyl Estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) } Pack,RxNorm,drug_exposure
42902231,{24 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 4 (Ferrous fumarate 75 MG Oral Tablet) } Pack,RxNorm,drug_exposure
42902236,{28 (Estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack,RxNorm,drug_exposure
42902282,darunavir 800 MG Oral Tablet,RxNorm,drug_exposure
43011850,"heparin sodium, porcine 5000 UNT/ML Injectable Solution",RxNorm,drug_exposure
43011929,Mexiletine Hydrochloride 150 MG Oral Capsule,RxNorm,drug_exposure
43011942,Ibuprofen 100 MG/ML Topical Cream,RxNorm,drug_exposure
43012036,Chlorpheniramine Maleate 4 MG Oral Tablet,RxNorm,drug_exposure
43012432,21 DAY Ethinyl Estradiol 0.000625 MG/HR / Etonogestrel 0.005 MG/HR Vaginal Ring,RxNorm,drug_exposure
43012671,Ergocalciferol 50000 UNT Oral Capsule,RxNorm,drug_exposure
43012750,Levonorgestrel 0.000583 MG/HR Intrauterine System,RxNorm,drug_exposure
43013021,bacitracin zinc 0.5 UNT/MG Topical Ointment,RxNorm,drug_exposure
43013024,apixaban,RxNorm,drug_exposure
43013026,apixaban 2.5 MG Oral Tablet,RxNorm,drug_exposure
43013030,apixaban 5 MG Oral Tablet,RxNorm,drug_exposure
43013071,Clove preparation,RxNorm,drug_exposure
43013637,Glucosamine Sulfate 500 MG Oral Capsule,RxNorm,drug_exposure
43014237,pomalidomide,RxNorm,drug_exposure
43525695,ferrous gluconate 256 MG Oral Tablet,RxNorm,drug_exposure
43526079,Vitamin B 12 1 MG Disintegrating Oral Tablet,RxNorm,drug_exposure
43526209,Lactobacillus rhamnosus GG 15000000000 UNT Oral Capsule,RxNorm,drug_exposure
43526430,dimethyl fumarate 240 MG Delayed Release Oral Capsule,RxNorm,drug_exposure
43526465,canagliflozin,RxNorm,drug_exposure
43526467,canagliflozin 100 MG Oral Tablet,RxNorm,drug_exposure
43526471,canagliflozin 300 MG Oral Tablet,RxNorm,drug_exposure
43526602,Brimonidine tartrate 2 MG/ML / brinzolamide 10 MG/ML Ophthalmic Suspension,RxNorm,drug_exposure
43526827,Lutein 6 MG / zeaxanthin 0.24 MG Oral Capsule,RxNorm,drug_exposure
43526851,Lidocaine 40 MG/ML Topical Cream,RxNorm,drug_exposure
43531768,Calcium Carbonate 1500 MG / Vitamin D 800 UNT Oral Tablet,RxNorm,drug_exposure
43531821,Chondroitin Sulfates 150 MG / Glucosamine hydrochloride 750 MG / Hyaluronic Acid 1 MG / methylsulfonylmethane 60 MG Oral Tablet,RxNorm,drug_exposure
43531861,14 ACTUAT fluticasone furoate 0.1 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,RxNorm,drug_exposure
43559996,28 ACTUAT Teriparatide 0.02 MG/ACTUAT Pen Injector,RxNorm,drug_exposure
43560301,Tbo-filgrastim,RxNorm,drug_exposure
43560385,dolutegravir,RxNorm,drug_exposure
43560387,dolutegravir 50 MG Oral Tablet,RxNorm,drug_exposure
43560451,Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalation Solution,RxNorm,drug_exposure
44507529,Diclofenac 18 MG Oral Capsule,RxNorm,drug_exposure
44507848,Ibrutinib,RxNorm,drug_exposure
44785907,umeclidinium,RxNorm,drug_exposure
45774435,dulaglutide,RxNorm,drug_exposure
45774613,naloxegol,RxNorm,drug_exposure
45774639,vedolizumab,RxNorm,drug_exposure
45774751,empagliflozin,RxNorm,drug_exposure
45775208,levomefolate,RxNorm,drug_exposure
45775372,dabigatran,RxNorm,drug_exposure
45892075,palbociclib,RxNorm,drug_exposure
45892419,Gentamicin,RxNorm,drug_exposure
46221581,"insulin, isophane",RxNorm,drug_exposure
22557,Malignant tumor of submandibular gland,SNOMED,condition_occurrence
23034,Neonatal hypoglycemia,SNOMED,condition_occurrence
23164,Disorder of anterior pituitary,SNOMED,condition_occurrence
22274,Neoplasm of uncertain behavior of larynx,SNOMED,condition_occurrence
24609,Hypoglycemia,SNOMED,condition_occurrence
24660,Acute tonsillitis,SNOMED,condition_occurrence
26711,Chronic pharyngitis,SNOMED,condition_occurrence
23220,Chronic tonsillitis,SNOMED,condition_occurrence
23731,Benign neoplasm of larynx,SNOMED,condition_occurrence
23986,Disorder of pituitary gland,SNOMED,condition_occurrence
24977,Mucocele of salivary gland,SNOMED,condition_occurrence
25189,Malignant tumor of oral cavity,SNOMED,condition_occurrence
22350,Edema of larynx,SNOMED,condition_occurrence
22955,Perforation of esophagus,SNOMED,condition_occurrence
22340,Esophageal varices without bleeding,SNOMED,condition_occurrence
22492,Foreign body in pharynx,SNOMED,condition_occurrence
23798,Acute laryngopharyngitis,SNOMED,condition_occurrence
23245,Esophageal bleeding,SNOMED,condition_occurrence
23325,Heartburn,SNOMED,condition_occurrence
23653,Foreign body in esophagus,SNOMED,condition_occurrence
24230,Foreign body in larynx,SNOMED,condition_occurrence
24602,Benign neoplasm of esophagus,SNOMED,condition_occurrence
25297,Acute pharyngitis,SNOMED,condition_occurrence
25518,Sickle cell trait,SNOMED,condition_occurrence
25698,Complication of transplanted pancreas,SNOMED,condition_occurrence
24818,Injury of neck,SNOMED,condition_occurrence
26441,Bleeding ulcer of esophagus,SNOMED,condition_occurrence
27137,Open wound in mouth with complication,SNOMED,condition_occurrence
24970,Chronic laryngitis,SNOMED,condition_occurrence
27419,Open wound of neck without complication,SNOMED,condition_occurrence
26052,Primary malignant neoplasm of larynx,SNOMED,condition_occurrence
28179,Polyp of vocal cord or larynx,SNOMED,condition_occurrence
26638,Primary malignant neoplasm of esophagus,SNOMED,condition_occurrence
28385,Disorder of posterior pituitary,SNOMED,condition_occurrence
28461,Hypertrophy of salivary gland,SNOMED,condition_occurrence
28779,Bleeding esophageal varices,SNOMED,condition_occurrence
27674,Nausea and vomiting,SNOMED,condition_occurrence
28974,Candidiasis of the esophagus,SNOMED,condition_occurrence
28898,Open wound of neck with complication,SNOMED,condition_occurrence
31509,Primary malignant neoplasm of tonsil,SNOMED,condition_occurrence
31884,Acquired diverticulum of esophagus,SNOMED,condition_occurrence
29056,Sialoadenitis,SNOMED,condition_occurrence
26662,Testicular hypofunction,SNOMED,condition_occurrence
26823,Oral phase dysphagia,SNOMED,condition_occurrence
30163,Cellulitis and abscess of neck,SNOMED,condition_occurrence
30274,Third degree burn of neck,SNOMED,condition_occurrence
27516,Neoplasm of uncertain behavior of paraganglia,SNOMED,condition_occurrence
30333,Gonorrhea of pharynx,SNOMED,condition_occurrence
28060,Streptococcal sore throat,SNOMED,condition_occurrence
28403,Gigantism and acromegaly,SNOMED,condition_occurrence
30437,Gastro-esophageal reflux disease with esophagitis,SNOMED,condition_occurrence
31057,Disorder of pharynx,SNOMED,condition_occurrence
30234,Neck sprain,SNOMED,condition_occurrence
30284,Motion sickness,SNOMED,condition_occurrence
30365,Panhypopituitarism,SNOMED,condition_occurrence
30753,Esophagitis,SNOMED,condition_occurrence
30968,Diabetes insipidus,SNOMED,condition_occurrence
31821,Disorder of endocrine system,SNOMED,condition_occurrence
72404,Joint stiffness,SNOMED,condition_occurrence
72418,Scoliosis deformity of spine,SNOMED,condition_occurrence
72469,Closed traumatic dislocation of joint of shoulder region,SNOMED,condition_occurrence
72487,Crushing injury of foot,SNOMED,condition_occurrence
72501,Superficial foreign body of foot without major open wound AND without infection,SNOMED,condition_occurrence
72618,Disorder of skeletal muscle,SNOMED,condition_occurrence
31317,Dysphagia,SNOMED,condition_occurrence
31598,Hypertrophy of tonsils AND adenoids,SNOMED,condition_occurrence
31602,Disorder of the larynx,SNOMED,condition_occurrence
72711,Shoulder stiff,SNOMED,condition_occurrence
72714,Chronic polyarticular juvenile rheumatoid arthritis,SNOMED,condition_occurrence
72717,Postoperative heterotopic calcification,SNOMED,condition_occurrence
72748,Strain of rotator cuff capsule,SNOMED,condition_occurrence
72405,Degenerative joint disease of shoulder region,SNOMED,condition_occurrence
